"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"CHCHD10",4.02108070345163e-122,0.215382385795117,0.67,0.472,1.35486293222099e-117,"0","CHCHD10"
"RP3-460G2.2",4.88577762233219e-122,0.124203407550409,0.341,0.177,1.64621391206861e-117,"0","RP3-460G2.2"
"SCCPDH",5.07910749248438e-122,0.155929440354305,0.457,0.267,1.71135447851769e-117,"0","SCCPDH"
"MDH1",7.18384168218028e-122,0.20412377421911,0.523,0.33,2.42052361639382e-117,"0","MDH1"
"RPS7",9.74744186381812e-122,-0.25565466204965,0.952,0.942,3.28430306159488e-117,"0","RPS7"
"GPI",1.20837681351178e-121,0.158537051672136,0.474,0.281,4.07150483544659e-117,"0","GPI"
"PTMS",2.10137208230599e-121,0.152109452358025,0.44,0.254,7.0803630941218e-117,"0","PTMS"
"CCL2",4.38083448326199e-121,-1.17763034268042,0.025,0.131,1.47607837079029e-116,"0","CCL2"
"CYB5R3",5.70421356676637e-121,0.173893699166692,0.616,0.399,1.92197771918626e-116,"0","CYB5R3"
"UBE2E2",6.25290432633196e-121,0.145096420724923,0.49,0.293,2.10685358371429e-116,"0","UBE2E2"
"NFU1",2.21630354339096e-120,0.133874072188868,0.382,0.21,7.46761315910151e-116,"0","NFU1"
"MTPN",2.72409615057892e-120,0.196115533962713,0.805,0.607,9.17856956976062e-116,"0","MTPN"
"RASSF2",6.60183212063467e-120,-0.236433028420173,0.009,0.102,2.22442131472664e-115,"0","RASSF2"
"ACYP2",1.94268139233248e-119,0.138719538168037,0.355,0.189,6.54567068332507e-115,"0","ACYP2"
"FCER1G",2.84337648906852e-119,0.173827655486601,0.98,0.896,9.58047274226746e-115,"0","FCER1G"
"FAM134B",6.91395071441715e-119,0.126508169609484,0.25,0.116,2.32958655371571e-114,"0","FAM134B"
"SPP1",1.27548276858724e-118,-1.27693198884234,0.056,0.175,4.29761164047783e-114,"0","SPP1"
"ERP44",1.33907531936381e-118,0.167558379714201,0.565,0.362,4.51188038106444e-114,"0","ERP44"
"HOXB6",2.52210093546656e-118,0.110658667426606,0.142,0.048,8.49796689196103e-114,"0","HOXB6"
"RPS6",2.53706193117197e-118,-0.272831137568244,0.976,0.969,8.54837647089083e-114,"0","RPS6"
"HEXA",5.14350763139126e-118,0.170362605696038,0.529,0.333,1.73305346132097e-113,"0","HEXA"
"BASP1",5.26792674490371e-118,-0.396437310722848,0.09,0.218,1.77497523742786e-113,"0","BASP1"
"GALNT12",5.70323986517439e-118,0.120585568059881,0.168,0.064,1.92164964017186e-113,"0","GALNT12"
"APOL4",9.56032769704549e-118,0.122099684397653,0.211,0.09,3.22125681424251e-113,"0","APOL4"
"TMEM53",3.45058686003613e-117,0.119815371468376,0.308,0.157,1.16264073662057e-112,"0","TMEM53"
"HNMT",5.97657630219554e-117,0.18333338270723,0.7,0.493,2.01374761926176e-112,"0","HNMT"
"PYCARD",7.403699609536e-117,0.20060614611427,0.794,0.647,2.49460254643706e-112,"0","PYCARD"
"PSME4",9.48922465688401e-117,0.155674946485834,0.389,0.219,3.1972993558905e-112,"0","PSME4"
"AVPI1",1.55933282631637e-116,0.135987484375399,0.434,0.251,5.25401602499038e-112,"0","AVPI1"
"RNF149",4.22793296002582e-116,0.185751167563552,0.731,0.517,1.4245597315511e-111,"0","RNF149"
"POR",2.454553788853e-115,0.150185921305008,0.453,0.266,8.27037353616131e-111,"0","POR"
"PILRA",2.55431090380862e-115,0.165590783978037,0.532,0.333,8.60649515929275e-111,"0","PILRA"
"CDC42BPB",2.60458225036693e-115,0.114721133060699,0.312,0.16,8.77587943438633e-111,"0","CDC42BPB"
"CD59",2.87580516517705e-115,0.173364024352074,0.642,0.428,9.68973792354757e-111,"0","CD59"
"RNH1",8.22391596083873e-115,0.190038428451444,0.738,0.562,2.770966243845e-110,"0","RNH1"
"RPL41",1.69915653382305e-114,-0.151519462990105,0.999,0.997,5.72513802506337e-110,"0","RPL41"
"TFPT",6.88075926010583e-114,0.148021407583255,0.464,0.278,2.31840302510006e-109,"0","TFPT"
"RGS2",7.09421412114936e-114,-0.650129451709912,0.184,0.314,2.39032450598007e-109,"0","RGS2"
"BCAP31",1.12299924355375e-113,0.186289109411441,0.725,0.524,3.78383365123e-109,"0","BCAP31"
"NCF4",2.25251325485875e-113,0.129493131567827,0.475,0.283,7.58961816092107e-109,"0","NCF4"
"HSD17B14",2.71328487677482e-113,0.1132819420397,0.273,0.134,9.14214206380507e-109,"0","HSD17B14"
"MS4A4A",4.0196283476986e-113,0.173530109813823,0.67,0.457,1.35437357547357e-108,"0","MS4A4A"
"GPATCH11",4.22402208185837e-113,0.130773089907481,0.389,0.217,1.42324200026136e-108,"0","GPATCH11"
"APOL1",4.47910313761403e-113,0.108012296898438,0.215,0.094,1.50918901118767e-108,"0","APOL1"
"UBE2L6",7.31086564605534e-113,0.16806513921532,0.6,0.396,2.46332307078189e-108,"0","UBE2L6"
"TMEM59",9.20165893344625e-113,0.190421907604646,0.804,0.642,3.10040696103538e-108,"0","TMEM59"
"FAM162A",1.6191144358029e-112,0.151884624532658,0.529,0.332,5.45544417999429e-108,"0","FAM162A"
"REEP5",2.74788710722721e-112,0.206319828203218,0.749,0.568,9.25873081909135e-108,"0","REEP5"
"NINJ1",5.57409199441872e-112,-0.334991305078924,0.079,0.2,1.87813455659944e-107,"0","NINJ1"
"C2",1.3733266689466e-111,0.142444758037971,0.309,0.162,4.62728687834867e-107,"0","C2"
"TGOLN2",4.08770296497386e-111,0.187991096762318,0.691,0.487,1.37731063701829e-106,"0","TGOLN2"
"GCA",9.01842885545152e-111,0.159852045918706,0.58,0.38,3.03866941855583e-106,"0","GCA"
"MMD",1.31057789554328e-110,0.129371650283763,0.273,0.135,4.41586116124353e-106,"0","MMD"
"ATP2C1",1.61363569339136e-110,0.118122856479954,0.331,0.176,5.43698410531285e-106,"0","ATP2C1"
"H2AFZ",1.75770804350209e-110,0.189978922714141,0.807,0.645,5.92242148177594e-106,"0","H2AFZ"
"PGM1",5.78264944591591e-110,0.11123072680862,0.237,0.111,1.94840590430691e-105,"0","PGM1"
"TXNIP",7.50364406774131e-110,0.16265606276096,0.942,0.822,2.52827783218476e-105,"0","TXNIP"
"GPX4",8.76317168125455e-110,0.156648788618787,0.933,0.856,2.95266306628191e-105,"0","GPX4"
"CD14",2.83288907296799e-109,-0.687541853987074,0.238,0.356,9.54513644245834e-105,"0","CD14"
"RPLP2",3.76762613310534e-109,-0.178921338262367,0.993,0.987,1.26946394928851e-104,"0","RPLP2"
"MINK1",7.86766680076384e-109,0.109174893856578,0.206,0.091,2.65093165184937e-104,"0","MINK1"
"AP1S2",2.03267772687356e-108,-0.495619278896808,0.309,0.418,6.84890433292777e-104,"0","AP1S2"
"EMP1",5.2605534954179e-108,-0.543016491229368,0.138,0.27,1.77249089474611e-103,"0","EMP1"
"HINT2",9.24295659292888e-108,0.117463778399111,0.394,0.225,3.11432179442146e-103,"0","HINT2"
"TNFRSF1B",9.50812850921361e-108,-0.409130715515323,0.119,0.241,3.20366881989444e-103,"0","TNFRSF1B"
"SORT1",1.13784809827974e-107,0.136918568005627,0.402,0.232,3.83386538234375e-103,"0","SORT1"
"PAG1",2.71278092380064e-107,0.149774002429887,0.583,0.376,9.14044404465388e-103,"0","PAG1"
"ESYT1",3.1999056662444e-107,0.129920241663962,0.335,0.182,1.07817621518439e-102,"0","ESYT1"
"TMBIM1",7.26090440572826e-107,0.147150074522912,0.533,0.34,2.44648913046608e-102,"0","TMBIM1"
"PLA2G7",1.43726720116762e-106,-0.399524069284119,0.054,0.165,4.84272810761418e-102,"0","PLA2G7"
"ACAT1",3.35516285908218e-106,0.118837791041961,0.334,0.182,1.13048857373915e-101,"0","ACAT1"
"C10orf128",6.01656712524074e-106,0.106664609022995,0.267,0.132,2.02722212717861e-101,"0","C10orf128"
"MFSD10",8.36514258210064e-106,0.119696409677755,0.4,0.231,2.81855114161299e-101,"0","MFSD10"
"NUCB1",1.11743567843642e-105,0.164233138499135,0.598,0.401,3.76508777492367e-101,"0","NUCB1"
"REEP3",1.94876164372568e-105,0.144889128698713,0.483,0.296,6.56615748236932e-101,"0","REEP3"
"NNMT",2.16133191077499e-105,0.12479059061842,0.133,0.046,7.28239174016524e-101,"0","NNMT"
"FAM198B",4.04800498301148e-105,-0.216349537914211,0.015,0.103,1.36393479897589e-100,"0","FAM198B"
"ARL6IP1",4.73259178158212e-105,0.187897314000133,0.806,0.604,1.59459947488628e-100,"0","ARL6IP1"
"ARL4C",5.8213108698355e-105,-0.316428828144027,0.047,0.151,1.96143248448237e-100,"0","ARL4C"
"PPDPF",2.27080420646819e-104,0.189016939847467,0.886,0.782,7.65124769327392e-100,"0","PPDPF"
"MGST2",3.35898049915935e-104,0.146623996958335,0.456,0.275,1.13177488938675e-99,"0","MGST2"
"CYBA",6.58826007667617e-104,0.161040502127239,0.964,0.909,2.21984835023527e-99,"0","CYBA"
"IER3",1.5692384374912e-103,-0.46608927859325,0.112,0.231,5.28739199128285e-99,"0","IER3"
"SIDT2",1.76682471900732e-103,0.12829064958363,0.357,0.199,5.95313920822328e-99,"0","SIDT2"
"VAT1",2.57086660999698e-103,0.143169368385566,0.653,0.433,8.66227795572383e-99,"0","VAT1"
"HAGH",2.66934551680476e-103,0.112393622438363,0.385,0.221,8.99409278432195e-99,"0","HAGH"
"MS4A6A",5.09098108145294e-103,-0.672217848185465,0.305,0.408,1.71535516558475e-98,"0","MS4A6A"
"PECAM1",7.49312930104885e-103,0.141482540292069,0.602,0.407,2.5247349866954e-98,"0","PECAM1"
"ACOT2",7.93210675118221e-103,0.145997335860213,0.224,0.106,2.67264404874333e-98,"0","ACOT2"
"MAFB",2.17840819578047e-102,-0.529810185313369,0.41,0.492,7.3399285748627e-98,"0","MAFB"
"ARL4A",3.08567349661268e-102,0.117163681600684,0.722,0.494,1.03968682794868e-97,"0","ARL4A"
"REXO2",4.09785921818348e-102,0.118117690996599,0.43,0.256,1.38073268497474e-97,"0","REXO2"
"TMED5",5.0132225725387e-102,0.140901538605632,0.559,0.36,1.68915521359119e-97,"0","TMED5"
"SNTB1",6.64683722222406e-102,0.114743576154735,0.443,0.266,2.23958533365618e-97,"0","SNTB1"
"IRS2",1.33577523649938e-101,0.137211028901828,0.568,0.368,4.500761081861e-97,"0","IRS2"
"RARA",1.48641922131207e-101,0.110989283659585,0.375,0.213,5.00834092428889e-97,"0","RARA"
"TXN",1.56919348738581e-101,0.138856007136478,0.915,0.783,5.28724053639775e-97,"0","TXN"
"CARD16",1.65241387740484e-101,0.132930144924652,0.558,0.36,5.56764331852788e-97,"0","CARD16"
"FCGR1A",2.67374723285187e-101,0.132727968383412,0.482,0.296,9.0089239263711e-97,"0","FCGR1A"
"TCEAL8",6.56842672409381e-101,0.146332262755887,0.567,0.374,2.21316570041617e-96,"0","TCEAL8"
"TMED3",2.18559315980906e-100,0.112820699418153,0.38,0.218,7.36413759266066e-96,"0","TMED3"
"ATP6V1E1",5.0668804508001e-100,0.170989202768852,0.632,0.435,1.70723469909258e-95,"0","ATP6V1E1"
"WWTR1",5.14907710271244e-100,0.108301139665735,0.264,0.134,1.73493003898793e-95,"0","WWTR1"
"FLVCR2",9.83463640609921e-100,0.117444228333271,0.31,0.167,3.31368239067107e-95,"0","FLVCR2"
"RPS3A",1.34348311009579e-99,-0.225078134603323,0.981,0.974,4.52673199115676e-95,"0","RPS3A"
"LINC00998",2.50582934534456e-99,0.152450111978431,0.632,0.432,8.44314139620395e-95,"0","LINC00998"
"ACACB",3.48552415961274e-99,0.100008359064888,0.161,0.065,1.17441251033992e-94,"0","ACACB"
"EPB41L1",1.19770067151265e-98,0.116525235975007,0.213,0.1,4.03553264259473e-94,"0","EPB41L1"
"VAMP8",1.54353846087166e-98,0.169916070263628,0.891,0.775,5.20079849006096e-94,"0","VAMP8"
"QSOX1",2.34372838885344e-98,0.131722439987823,0.363,0.209,7.89695843340277e-94,"0","QSOX1"
"GLIPR2",2.70144315875811e-98,0.181752928672939,0.747,0.558,9.10224257911957e-94,"0","GLIPR2"
"FUCA1",5.5539343766416e-98,0.110088996313673,0.342,0.191,1.87134264886562e-93,"0","FUCA1"
"UGP2",7.14276333860704e-98,0.14869655008898,0.651,0.447,2.40668267931026e-93,"0","UGP2"
"ADAM17",7.83366391310199e-98,0.133396014579589,0.663,0.449,2.63947471888058e-93,"0","ADAM17"
"NANS",8.41599107326259e-98,0.143769105004794,0.495,0.31,2.8356840322251e-93,"0","NANS"
"SOD2",8.8344549392395e-98,-0.652747760493927,0.408,0.482,2.97668124722736e-93,"0","SOD2"
"PGD",9.77888684629756e-98,0.147795882440633,0.663,0.467,3.2948981339915e-93,"0","PGD"
"CD37",2.03803745619055e-97,0.162514961829419,0.797,0.638,6.86696340488845e-93,"0","CD37"
"SELPLG",3.65806795541371e-97,0.106466964969462,0.463,0.283,1.23254941689709e-92,"0","SELPLG"
"PRSS21",1.27038461539357e-96,0.184193531401698,0.147,0.059,4.2804339231071e-92,"0","PRSS21"
"NCF2",2.58142600387892e-96,0.164100954836986,0.741,0.546,8.69785677746965e-92,"0","NCF2"
"ATP5G3",3.70849940678768e-96,0.172840369949796,0.86,0.725,1.24954179012304e-91,"0","ATP5G3"
"RAB11FIP1",3.94358360475165e-96,0.138168977611425,0.656,0.449,1.32875105978502e-91,"0","RAB11FIP1"
"RPS24",6.06908021321652e-96,-0.184127756151702,0.99,0.981,2.04491588704118e-91,"0","RPS24"
"RTN4",6.71100498748819e-96,0.153516744239612,0.912,0.771,2.26120602048427e-91,"0","RTN4"
"GUSB",7.36528674163348e-96,0.129307509767804,0.399,0.238,2.48165971472598e-91,"0","GUSB"
"HMGN3",7.51828970679549e-96,0.158881291377438,0.637,0.448,2.53321253380767e-91,"0","HMGN3"
"VASP",8.57843729969807e-96,0.167098306145109,0.666,0.477,2.89041866376027e-91,"0","VASP"
"BEX4",2.66536836706147e-95,0.14067297763276,0.414,0.255,8.98069217597691e-91,"0","BEX4"
"OPN3",3.69938249121982e-95,0.122905392943686,0.422,0.253,1.24646993659161e-90,"0","OPN3"
"GABARAPL1",8.73031082205769e-95,0.116582927296328,0.506,0.319,2.94159092838412e-90,"0","GABARAPL1"
"PEPD",1.51228053148741e-94,0.125488793217482,0.464,0.291,5.09547802279369e-90,"0","PEPD"
"TRIM14",1.90495839280625e-94,0.101288950908089,0.289,0.155,6.41856680872139e-90,"0","TRIM14"
"YBX1",3.82327754485638e-94,0.150765020093433,0.966,0.917,1.28821513596391e-89,"0","YBX1"
"RPL35A",4.79581542924853e-94,-0.198655184739083,0.972,0.965,1.615902050731e-89,"0","RPL35A"
"EMC7",3.65734295458591e-93,0.139290789602852,0.536,0.349,1.23230513511818e-88,"0","EMC7"
"ATP6AP1",7.17605910552787e-93,0.148813466795563,0.703,0.505,2.41790135501656e-88,"0","ATP6AP1"
"CH17-340M24.3",2.32621750444791e-92,0.114623227270718,0.374,0.22,7.83795725948677e-88,"0","CH17-340M24.3"
"BLOC1S2",2.71880687644221e-92,0.140705299386559,0.612,0.419,9.1607478894844e-88,"0","BLOC1S2"
"H3F3B",1.20231474131663e-91,-0.281134041971333,0.892,0.885,4.05107928939226e-87,"0","H3F3B"
"RRAGA",1.55414180395207e-91,0.106996748409215,0.353,0.203,5.23652539423609e-87,"0","RRAGA"
"ISG20",1.55881890806571e-91,-0.323604866573908,0.023,0.106,5.2522844288366e-87,"0","ISG20"
"CLIP4",2.67631009730808e-91,0.121834753806565,0.378,0.225,9.01755924186983e-87,"0","CLIP4"
"ATP6V0B",7.96969716426239e-91,0.157599598070602,0.872,0.763,2.68530976252657e-86,"0","ATP6V0B"
"SDCCAG8",1.04989033247656e-90,0.126322526710415,0.521,0.337,3.53750048624654e-86,"0","SDCCAG8"
"RPS17",1.28567752955082e-90,-0.171889569652825,0.985,0.978,4.33196186806852e-86,"0","RPS17"
"FAM3B",5.24414835022427e-90,0.104802953653489,0.133,0.051,1.76696334512457e-85,"0","FAM3B"
"ARHGAP18",2.29822936178644e-89,0.128986413197907,0.651,0.453,7.74365401160325e-85,"0","ARHGAP18"
"TMC6",3.745436196216e-89,0.100097349419392,0.398,0.239,1.26198727195302e-84,"0","TMC6"
"NCEH1",4.78757559306606e-89,0.12670265600735,0.545,0.355,1.61312572032768e-84,"0","NCEH1"
"S100A6",5.26538745989926e-89,0.129862831080377,0.998,0.969,1.77411965073846e-84,"0","S100A6"
"SPNS1",5.69431536868862e-89,0.113575972811985,0.354,0.207,1.91864262032594e-84,"0","SPNS1"
"EEF1D",7.3599486085512e-89,-0.278377916089951,0.846,0.841,2.47986108416524e-84,"0","EEF1D"
"RGS12",7.49884933014114e-89,0.108090566818099,0.256,0.135,2.52666229329775e-84,"0","RGS12"
"ALDH3A2",8.35065435544289e-89,0.109289716641905,0.28,0.152,2.81366947852293e-84,"0","ALDH3A2"
"NAA20",1.4739857375412e-88,0.126477444349696,0.467,0.3,4.96644754407133e-84,"0","NAA20"
"AGPAT2",4.4721131411382e-88,0.116068927911542,0.512,0.332,1.5068338017751e-83,"0","AGPAT2"
"ISCU",9.21012509161995e-88,0.144845411734104,0.689,0.491,3.10325954837043e-83,"0","ISCU"
"OCIAD1",1.15078866309651e-87,0.124967217747084,0.576,0.386,3.87746732143738e-83,"0","OCIAD1"
"SNX3",1.99233744958619e-87,0.160229615770309,0.847,0.702,6.71298180263571e-83,"0","SNX3"
"S100A8",2.72700659039719e-87,-1.95935279507595,0.29,0.386,9.18837600568428e-83,"0","S100A8"
"ACAA2",3.10343251070414e-87,0.109122680874052,0.412,0.252,1.04567055015665e-82,"0","ACAA2"
"SLC7A7",4.44919918437717e-87,0.149101460065886,0.71,0.511,1.49911317318404e-82,"0","SLC7A7"
"FAM65B",4.73717485963123e-87,-0.333932452055901,0.031,0.116,1.59614369720415e-82,"0","FAM65B"
"RPL32",5.86561840269736e-87,-0.183537332217694,0.99,0.985,1.97636146460485e-82,"0","RPL32"
"RPL18",2.06326562179741e-86,-0.234892746651809,0.936,0.928,6.9519671860842e-82,"0","RPL18"
"EPAS1",6.02770127651587e-86,0.104591530572653,0.325,0.187,2.03097366810926e-81,"0","EPAS1"
"VCAN",9.47046783721676e-86,-0.868440714481306,0.214,0.319,3.19097943307182e-81,"0","VCAN"
"ARL2",1.85095678803035e-85,0.104240397579836,0.411,0.252,6.23661380158945e-81,"0","ARL2"
"SCP2",3.48671697974786e-85,0.142642249641356,0.658,0.469,1.17481441915624e-80,"0","SCP2"
"PTPN6",4.65562655441885e-85,0.129603847805158,0.604,0.419,1.56866681124589e-80,"0","PTPN6"
"DNAJA1",5.47421794137879e-85,0.134085981818046,0.647,0.457,1.84448299316817e-80,"0","DNAJA1"
"NDUFV2",9.23804788251455e-85,0.148133307780707,0.639,0.467,3.11266785353445e-80,"0","NDUFV2"
"NDUFS5",1.21397416307919e-84,0.163215475440072,0.844,0.722,4.09036454507903e-80,"0","NDUFS5"
"STX12",1.65246567182456e-84,0.117323800245705,0.483,0.312,5.56781783464568e-80,"0","STX12"
"RUNX1",1.74981042291418e-84,0.115857986436938,0.539,0.353,5.89581123896702e-80,"0","RUNX1"
"NDUFB6",1.8417035001111e-84,0.108985354744406,0.446,0.281,6.20543577327433e-80,"0","NDUFB6"
"LINC01420",2.47139097851761e-84,0.117201663899127,0.528,0.351,8.32710476301725e-80,"0","LINC01420"
"FCGR2B",4.30635505159375e-84,-0.26819243093354,0.032,0.117,1.450983271084e-79,"0","FCGR2B"
"S1PR4",4.52909862238124e-84,0.100019297017777,0.335,0.192,1.52603448982513e-79,"0","S1PR4"
"LINC00116",8.45390931735688e-84,0.105868957582828,0.471,0.301,2.84846020539023e-79,"0","LINC00116"
"SLC35E3",1.50788313208092e-83,0.113510387602834,0.376,0.227,5.08066142523346e-79,"0","SLC35E3"
"RPS27L",1.75975508229986e-83,0.150366860357407,0.928,0.815,5.92931877430116e-79,"0","RPS27L"
"HBEGF",2.09560910144884e-83,0.134102090932297,0.461,0.296,7.06094530642171e-79,"0","HBEGF"
"SERF2",2.87909727040671e-83,0.121756307473169,0.983,0.958,9.70083034290836e-79,"0","SERF2"
"SSB",3.61112939704855e-83,0.123824802803907,0.639,0.45,1.21673393904154e-78,"0","SSB"
"PRDX6",4.26322843832838e-83,0.146519161211813,0.733,0.562,1.43645219001036e-78,"0","PRDX6"
"RNASE1",7.83556666533377e-83,-0.781683916267291,0.125,0.227,2.64011583221756e-78,"0","RNASE1"
"TPT1",1.00722674793321e-82,0.110095973066182,0.999,0.994,3.39374980448616e-78,"0","TPT1"
"OAZ1",1.72613266998879e-82,0.12379658014427,0.982,0.947,5.81603141826022e-78,"0","OAZ1"
"DUT",2.76551223014342e-82,0.101778143471518,0.515,0.338,9.31811690824525e-78,"0","DUT"
"COX17",4.01339002952537e-82,0.156740331898527,0.815,0.646,1.35227163654828e-77,"0","COX17"
"HCAR3",6.09801992737281e-82,0.103436658370735,0.123,0.047,2.05466683432899e-77,"0","HCAR3"
"HSD17B11",9.20264240146525e-82,0.124718377196602,0.651,0.456,3.1007383307497e-77,"0","HSD17B11"
"LEPROTL1",1.13056219741571e-81,0.122338189439518,0.659,0.466,3.80931626797251e-77,"0","LEPROTL1"
"RSU1",1.24916792604435e-81,0.10651743930272,0.436,0.274,4.20894641001384e-77,"0","RSU1"
"SLC7A8",2.07154581077494e-81,0.109574508016675,0.248,0.132,6.9798664548251e-77,"0","SLC7A8"
"PIGP",7.32431505918428e-81,0.107586795585085,0.417,0.261,2.46785471604155e-76,"0","PIGP"
"RPS8",1.47572589254554e-80,-0.180444569580643,0.99,0.985,4.97231082234294e-76,"0","RPS8"
"RPL18A",1.69670603435217e-80,-0.21488898661796,0.966,0.959,5.71688131214621e-76,"0","RPL18A"
"TMEM14C",1.88237510704746e-80,0.135830467509007,0.667,0.478,6.34247468568571e-76,"0","TMEM14C"
"BTG1",2.0296866279008e-80,-0.423540469044535,0.73,0.725,6.83882612404895e-76,"0","BTG1"
"LAMTOR1",2.14466954001135e-80,0.166322075923921,0.719,0.568,7.22624954811425e-76,"0","LAMTOR1"
"TCEAL4",2.15350016681592e-80,0.12180669206123,0.608,0.42,7.25600346206955e-76,"0","TCEAL4"
"PCBD1",2.32159051439911e-80,0.116734607638122,0.483,0.313,7.82236707921637e-76,"0","PCBD1"
"DSTN",2.48476293893235e-80,0.141104526682438,0.782,0.596,8.37216024643865e-76,"0","DSTN"
"CD84",2.76500745969224e-80,-0.368561916488254,0.12,0.222,9.31641613468704e-76,"0","CD84"
"FYB",4.94338551310479e-80,-0.464308378305688,0.341,0.423,1.66562431478553e-75,"0","FYB"
"NENF",7.97694235912384e-80,0.105614425042172,0.419,0.263,2.68775095848319e-75,"0","NENF"
"MITF",9.05869830328902e-80,0.1089648799048,0.347,0.208,3.0522378063102e-75,"0","MITF"
"MAN1A1",1.56372342846444e-79,0.112164299812917,0.449,0.288,5.26880971986809e-75,"0","MAN1A1"
"RPS18",6.74084254740721e-79,-0.187892977506454,0.995,0.987,2.27125948792338e-74,"0","RPS18"
"LRP1",7.9567863592253e-79,0.112140546149181,0.578,0.395,2.68095959587737e-74,"0","LRP1"
"TAX1BP1",8.8694170763367e-79,0.14289828535532,0.742,0.56,2.98846138970089e-74,"0","TAX1BP1"
"LAIR1",9.64662298502964e-79,0.120411962703005,0.625,0.44,3.25033314857589e-74,"0","LAIR1"
"TBXAS1",2.98051599920941e-78,0.107300807608967,0.504,0.33,1.00425506077362e-73,"0","TBXAS1"
"PDE4DIP",4.43130490989781e-78,0.107655987750945,0.494,0.323,1.49308387634097e-73,"0","PDE4DIP"
"GPRIN3",5.72390733074656e-78,0.103763083740386,0.422,0.266,1.92861333602175e-73,"0","GPRIN3"
"TUBB6",1.70535281638518e-77,0.107431185460018,0.384,0.238,5.74601577952823e-73,"0","TUBB6"
"CHMP5",3.30331575423683e-77,0.109928805002023,0.559,0.379,1.11301921023256e-72,"0","CHMP5"
"NDUFB1",5.52725887727897e-77,0.149975442891589,0.879,0.76,1.86235460611038e-72,"0","NDUFB1"
"NDUFS3",1.56789296190645e-76,0.104157744474856,0.434,0.276,5.28285854584758e-72,"0","NDUFS3"
"RNASET2",4.82536215935311e-76,0.123465277327396,0.705,0.538,1.62585752597244e-71,"0","RNASET2"
"CTNNB1",4.84075402985856e-76,0.137189387117931,0.788,0.592,1.63104366282054e-71,"0","CTNNB1"
"SRI",5.43534058925289e-76,0.120689545830817,0.57,0.394,1.83138365814287e-71,"0","SRI"
"GSTP1",6.04348684337699e-76,0.139310514274971,0.882,0.789,2.03629245700744e-71,"0","GSTP1"
"LINC01272",6.51716587664607e-76,0.132996322402742,0.756,0.562,2.19589387047713e-71,"0","LINC01272"
"GS1-600G8.5",6.57521539862109e-76,0.129243166832793,0.165,0.078,2.21545307641139e-71,"0","GS1-600G8.5"
"LSM4",9.23803432051572e-76,0.122722512411911,0.538,0.368,3.11266328395457e-71,"0","LSM4"
"POLR2K",1.12846334932617e-75,0.118074451059999,0.577,0.393,3.8022444092196e-71,"0","POLR2K"
"EMP3",2.40592873504239e-75,-0.387301306511878,0.807,0.776,8.10653627985181e-71,"0","EMP3"
"RHEB",4.50013794294237e-75,0.13271644019213,0.717,0.536,1.516276478495e-70,"0","RHEB"
