"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","category"
"Rnf149.1",7.28023625722163e-250,0.423024120578294,0.831,0.389,8.91610534421933e-246,1,"Rnf149",NA
"Cbr2",1.01264784929022e-249,0.28065344173124,0.154,0.014,1.24018982102574e-245,1,"Cbr2",NA
"Rps16.1",2.62578029330647e-249,-0.672914222365444,0.991,0.992,3.21579312521244e-245,1,"Rps16",NA
"Slc43a2",3.32047382542719e-249,0.307071572542936,0.465,0.139,4.06658429400068e-245,1,"Slc43a2",NA
"Rpl17.1",3.32717618160187e-249,-0.727954054874137,0.977,0.987,4.07479266960781e-245,1,"Rpl17","CM"
"Gde1",3.81432026541077e-249,0.352538724684689,0.503,0.164,4.67139802904856e-245,1,"Gde1",NA
"Axl.1",5.99328033408546e-249,0.375092291868906,0.681,0.251,7.33997042515446e-245,1,"Axl","CM"
"Tpi1.1",2.38056832530139e-248,0.470283429268817,0.698,0.291,2.91548202799661e-244,1,"Tpi1",NA
"Asah1.1",8.54693046409346e-247,0.405882641660827,0.705,0.286,1.04674257393753e-242,1,"Asah1","CM"
"Gapdh.1",3.66361201269395e-245,0.53281298420456,0.965,0.838,4.48682563194629e-241,1,"Gapdh","CM"
"Atp1a1.1",4.72252756471123e-245,0.482942280565018,0.777,0.358,5.78367950850184e-241,1,"Atp1a1","CM"
"Cyth4.1",1.34294529636914e-244,0.392721808490427,0.738,0.303,1.64470510446329e-240,1,"Cyth4",NA
"Anxa1.1",3.00178997394541e-244,0.587752470569846,0.801,0.39,3.67629218109094e-240,1,"Anxa1",NA
"Ddx5.1",1.94683731194748e-243,-0.677969628951273,0.941,0.949,2.38429165594208e-239,1,"Ddx5",NA
"Coro1c.1",2.38200014631826e-243,0.350969612721339,0.573,0.203,2.91723557919597e-239,1,"Coro1c",NA
"Rps24.1",9.36694575041051e-242,-0.745558157585007,0.991,0.974,1.14716984605278e-237,1,"Rps24",NA
"Abhd12.1",1.07154305268042e-241,0.381740847574534,0.684,0.273,1.31231877661771e-237,1,"Abhd12",NA
"Slc35f6",6.62614054058548e-241,0.250307279157789,0.353,0.088,8.11503432005504e-237,1,"Slc35f6",NA
"Ggh.1",1.14318400307754e-240,0.318331004870898,0.562,0.195,1.40005744856907e-236,1,"Ggh","CM"
"Rgs10.1",1.13067855305568e-239,0.412534011437021,0.786,0.361,1.38474202392729e-235,1,"Rgs10",NA
"Dok2.1",1.31291191224443e-238,0.343882380859239,0.539,0.184,1.60792321892575e-234,1,"Dok2",NA
"Tgfbr1.1",1.49597976578115e-238,0.358101225991025,0.501,0.164,1.83212641915218e-234,1,"Tgfbr1","CM"
"Nampt",3.01257053666858e-238,0.343220269076457,0.497,0.163,3.68949513625801e-234,1,"Nampt",NA
"Rps13.1",1.5016842844101e-237,-0.618712060427604,0.974,0.977,1.83911274311705e-233,1,"Rps13",NA
"Man2b1.1",4.70873052420514e-237,0.521428748983719,0.801,0.386,5.76678227299404e-233,1,"Man2b1","CM"
"Ntpcr",9.84555446566535e-237,0.295577487551784,0.373,0.101,1.20578505541004e-232,1,"Ntpcr",NA
"Pirb.1",9.86324884375574e-237,0.362304878889147,0.704,0.287,1.20795208589477e-232,1,"Pirb",NA
"Ptms.1",2.25389679773562e-236,0.414509382767445,0.842,0.375,2.76034740818682e-232,1,"Ptms",NA
"Rps15a.1",1.86378289570895e-235,-0.880204001702789,0.967,0.956,2.28257491237475e-231,1,"Rps15a","CM"
"Tmbim1.1",5.36410812418753e-235,0.302166229426208,0.526,0.179,6.56942321969247e-231,1,"Tmbim1",NA
"Plbd2",3.30710882675531e-234,0.251033317147552,0.386,0.106,4.05021618012723e-230,1,"Plbd2",NA
"Tspan31",1.8706652088647e-233,0.292200259511776,0.456,0.142,2.2910036812966e-229,1,"Tspan31","CM"
"Cuedc2",7.31549148347597e-233,0.308312157064764,0.563,0.201,8.95928241981302e-229,1,"Cuedc2",NA
"Cxcl10.1",1.08159817906309e-232,0.754123621500382,0.272,0.058,1.32463328989857e-228,1,"Cxcl10",NA
"Pnp.1",3.73115094605322e-232,0.376066423371075,0.622,0.238,4.56954056363138e-228,1,"Pnp",NA
"Rab1a.1",4.26730846483475e-232,0.391514895243035,0.712,0.301,5.22617267688312e-228,1,"Rab1a",NA
"Irf2bp2.1",1.2727978063695e-230,0.438882980170542,0.725,0.308,1.55879547346072e-226,1,"Irf2bp2",NA
"Calr.1",2.10350754889384e-230,0.548546150601136,0.913,0.577,2.57616569513029e-226,1,"Calr",NA
"Frrs1.1",2.16818977127864e-230,0.263046197643413,0.406,0.115,2.65538201288495e-226,1,"Frrs1",NA
"Rnpep.1",2.44303338470155e-229,0.312527237196478,0.588,0.214,2.99198298624399e-225,1,"Rnpep",NA
"Rps9",4.70640021602325e-229,-0.362840193331612,0.992,0.997,5.76392834456368e-225,1,"Rps9",NA
"Sgk1.1",4.7917508369641e-229,0.527472831426405,0.701,0.312,5.86845725002993e-225,1,"Sgk1",NA
"Ifngr2",4.89187634886706e-229,0.294140175288722,0.525,0.177,5.99108096445749e-225,1,"Ifngr2",NA
"Evi2a.1",4.18158375490602e-228,0.305974531935809,0.538,0.187,5.1211856246334e-224,1,"Evi2a",NA
"Tlr2.1",7.23063938120401e-228,0.444400605207158,0.66,0.267,8.85536405016055e-224,1,"Tlr2","CM"
"Aprt.1",8.31846592797679e-228,0.466471068301479,0.853,0.46,1.01876252219932e-223,1,"Aprt",NA
"Arl8a",1.6455387749928e-227,0.2976821452594,0.532,0.184,2.01529133773368e-223,1,"Arl8a",NA
"Cfh",1.67865579335937e-227,0.292139606626748,0.235,0.043,2.05584975012722e-223,1,"Cfh",NA
"Ahnak2",2.61807010047173e-227,0.276102574334868,0.253,0.05,3.20635045204773e-223,1,"Ahnak2",NA
"Atp2a2",3.408426654718e-226,0.25429153733964,0.408,0.119,4.17430012403313e-222,1,"Atp2a2",NA
"Igsf8",5.43840098238125e-225,0.275667276171948,0.422,0.128,6.66040968312232e-221,1,"Igsf8","CM"
"Rps7.1",6.28777603414865e-225,-0.785773154877864,0.965,0.957,7.70063930902185e-221,1,"Rps7",NA
"Nptn.1",8.35117314440446e-225,0.353776402644961,0.687,0.28,1.02276817499521e-220,1,"Nptn","CM"
"Wsb2",1.19689879937172e-224,0.267748508592669,0.405,0.119,1.46584195959055e-220,1,"Wsb2",NA
"Rpl30.1",1.2532665462418e-224,-0.624213269101081,0.955,0.957,1.53487553918233e-220,1,"Rpl30",NA
"Psmb6",1.35435081171176e-223,0.503578024193584,0.865,0.504,1.65867343910339e-219,1,"Psmb6",NA
"Milr1",9.06243162249296e-223,0.25485061967802,0.461,0.145,1.10987600080671e-218,1,"Milr1",NA
"Dnase2a",3.0081817310543e-222,0.340584160579213,0.595,0.223,3.6841201660222e-218,1,"Dnase2a",NA
"Hsd17b12",1.95023545196777e-221,0.287109554463628,0.508,0.175,2.38845335802493e-217,1,"Hsd17b12",NA
"Pycard.1",3.98083731374729e-221,0.490590787478509,0.82,0.438,4.8753314581463e-217,1,"Pycard",NA
"Rtn4.1",6.55771900626051e-220,0.446341615070332,0.789,0.383,8.03123846696725e-216,1,"Rtn4",NA
"Plec.1",7.78882868974226e-220,0.341272306504598,0.548,0.197,9.53897849632734e-216,1,"Plec",NA
"Cd200r1.1",2.69366019603958e-219,0.268634625359201,0.393,0.115,3.29892564208968e-215,1,"Cd200r1","CM"
"Tmem176a.1",6.22862259772636e-219,0.361425963659904,0.385,0.109,7.62819409543548e-215,1,"Tmem176a",NA
"Atp6v1b2.1",3.41092303464033e-216,0.358748465932529,0.696,0.29,4.17735744052401e-212,1,"Atp6v1b2",NA
"Cd84.1",1.0724411492906e-215,0.424233953358598,0.753,0.349,1.3134186755362e-211,1,"Cd84","CM"
"Rps5.1",1.62127874637444e-215,-0.594452503850382,0.979,0.961,1.98558008068478e-211,1,"Rps5",NA
"Rps3.1",1.05536160551742e-214,-0.546961589284543,0.986,0.982,1.29250135827719e-210,1,"Rps3",NA
"Rps15.1",1.16038017290434e-214,-0.583449884526556,0.99,0.967,1.42111759775595e-210,1,"Rps15",NA
"Rpl34.1",8.01494682065795e-214,-0.503985243581224,0.977,0.981,9.8159053712598e-210,1,"Rpl34","CM"
"Ap1s1.1",1.03939907692024e-213,0.280417468467724,0.502,0.174,1.27295204950421e-209,1,"Ap1s1",NA
"Mertk.1",6.73194732418145e-213,0.261140288799857,0.384,0.11,8.24461588792502e-209,1,"Mertk","CM"
"Srsf9",8.39260235127636e-213,0.300505655929604,0.658,0.262,1.02784200996082e-208,1,"Srsf9",NA
"Pgd.1",1.35957845173419e-211,0.419639854211979,0.744,0.337,1.66507572983886e-207,1,"Pgd",NA
"Ptpre.1",4.96997018465534e-211,0.379889891365913,0.676,0.286,6.08672248514739e-207,1,"Ptpre",NA
"Luzp1.1",6.11154404443982e-211,0.256028955425665,0.42,0.13,7.48480799122545e-207,1,"Luzp1",NA
"F7.1",3.65176253172029e-210,0.425715311859697,0.548,0.206,4.47231357259784e-206,1,"F7",NA
"Tkt.1",5.8412567364595e-210,0.462056713341673,0.878,0.471,7.15378712514194e-206,1,"Tkt",NA
"Klf4.1",1.11305103181072e-209,0.444540117800472,0.626,0.253,1.36315359865859e-205,1,"Klf4","TF"
"Npc1.1",4.13247891084845e-209,0.277872224132032,0.429,0.136,5.0610469221161e-205,1,"Npc1","CM"
"Atp6v0b.1",8.34276949609213e-209,0.416475665201842,0.911,0.541,1.0217389801864e-204,1,"Atp6v0b",NA
"Psmd1",8.83217612566446e-209,0.272007675717955,0.44,0.144,1.08167661011013e-204,1,"Psmd1",NA
"Lrrc59",4.17793118640086e-208,0.281100801825382,0.478,0.164,5.11671232398513e-204,1,"Lrrc59",NA
"Tuba1c.1",5.40167129297763e-207,0.367741884292262,0.669,0.286,6.6154268325097e-203,1,"Tuba1c",NA
"Gpr137b.1",6.78886331643352e-207,0.356938969706717,0.515,0.19,8.31432090363613e-203,1,"Gpr137b",NA
"Slc48a1.1",2.42569427292043e-206,0.338437516382245,0.501,0.182,2.97074777604564e-202,1,"Slc48a1",NA
"Rplp2.1",8.31516471173339e-206,-0.440055743298908,0.996,0.988,1.01835822224599e-201,1,"Rplp2","CM"
"Bri3.1",1.44685168147552e-205,0.461372867655224,0.807,0.44,1.77195925430307e-201,1,"Bri3",NA
"Cfb.1",1.30891439287062e-204,0.353844773373788,0.312,0.082,1.60302745694865e-200,1,"Cfb","Sec"
"Mydgf",4.72823245872803e-204,0.29497756941387,0.589,0.23,5.79066629220422e-200,1,"Mydgf","Sec"
"Mfge8.1",9.52681659991858e-203,0.775618350045288,0.325,0.091,1.16674922899203e-198,1,"Mfge8","CM"
"Rpl39.1",1.02522569799201e-202,-0.49055518768396,0.983,0.968,1.25559391233081e-198,1,"Rpl39",NA
"Echs1",2.7943662226395e-202,0.276111209548564,0.553,0.207,3.42226031286659e-198,1,"Echs1",NA
"Limd2.1",5.9552213101383e-202,-1.05432060957474,0.354,0.583,7.29335953852638e-198,1,"Limd2",NA
"Atp2b1.1",8.58371427474595e-202,0.412212844351125,0.82,0.414,1.05124748722814e-197,1,"Atp2b1",NA
"Ndufc1.1",1.54771301402782e-201,0.418474946931352,0.796,0.398,1.89548412827987e-197,1,"Ndufc1",NA
"1500011K16Rik",3.56862159874168e-201,0.292450594638064,0.542,0.205,4.37049087197893e-197,1,"1500011K16Rik",NA
"Rhoc.1",4.05004312622803e-201,0.413912478024547,0.462,0.167,4.96008781669147e-197,1,"Rhoc",NA
"Slc39a1.1",1.85437483864691e-200,0.298827705758175,0.46,0.157,2.27105286489088e-196,1,"Slc39a1",NA
"Cd302.1",2.41022075700392e-200,0.262830165036895,0.656,0.252,2.9517973611027e-196,1,"Cd302","CM"
"Klf9",4.7079125965793e-200,0.273074370268877,0.357,0.103,5.76578055703067e-196,1,"Klf9","TF"
"Uqcr11.1",8.89317619334728e-200,0.426744759705676,0.9,0.569,1.08914728839924e-195,1,"Uqcr11",NA
"Rpl23a.1",1.69593953327737e-199,-0.574553135368519,0.985,0.982,2.0770171464048e-195,1,"Rpl23a",NA
"Znhit1.1",1.93224243568714e-199,0.325857029172922,0.7,0.299,2.36641731098605e-195,1,"Znhit1",NA
"Rps21.1",1.64882171398306e-197,-0.536153814361014,0.983,0.971,2.01931195311505e-193,1,"Rps21",NA
"Rpl7.1",1.90048936097587e-197,-0.537231284545033,0.94,0.942,2.32752932038715e-193,1,"Rpl7",NA
"Tmem165",1.97652419252668e-197,0.309753030189962,0.505,0.186,2.42064917858742e-193,1,"Tmem165",NA
"Cux1",3.68142129408191e-197,0.27812319177105,0.543,0.202,4.50863665886211e-193,1,"Cux1","TF"
"Capn2.1",8.40457652565993e-197,0.26767239675262,0.457,0.157,1.02930848709757e-192,1,"Capn2",NA
"Dcxr",1.00357390263633e-196,0.258510010173413,0.434,0.145,1.22907695855871e-192,1,"Dcxr",NA
"Fkbp1a.1",8.46045307349321e-196,0.437832989531343,0.792,0.417,1.03615168791071e-191,1,"Fkbp1a",NA
"Gm6377",9.87370167566517e-196,0.293726142245031,0.296,0.077,1.20923224421871e-191,1,"Gm6377",NA
"Atp6v1c1",1.11340928225123e-195,0.288422033270706,0.516,0.191,1.36359234797308e-191,1,"Atp6v1c1",NA
"A930007I19Rik",1.37350194381712e-195,0.274975591327167,0.341,0.096,1.68212783059282e-191,1,"A930007I19Rik",NA
"Ptprj",1.39510983583626e-195,0.263278472911893,0.353,0.103,1.70859101594867e-191,1,"Ptprj","CM"
"Ndufb8.1",3.01442582116055e-195,0.42503835421368,0.836,0.465,3.69176730317532e-191,1,"Ndufb8",NA
"Rps20.1",2.59228536849023e-194,-0.673864468127377,0.981,0.924,3.17477189078999e-190,1,"Rps20",NA
"H2-Ab1.1",3.92599083206245e-193,0.710492508393913,0.931,0.594,4.80816097202689e-189,1,"H2-Ab1",NA
"Nrros",4.97915295125415e-193,0.274581870155363,0.564,0.217,6.09796861940096e-189,1,"Nrros",NA
"Itgax.1",1.41436300136314e-192,0.46615151203536,0.568,0.238,1.73217036776944e-188,1,"Itgax","CM"
"Ap2s1.1",1.57050585258608e-192,0.429520274108066,0.87,0.493,1.92339851766217e-188,1,"Ap2s1",NA
"Edem1.1",1.68277483221343e-192,0.274074705976592,0.562,0.218,2.06089433701179e-188,1,"Edem1",NA
"Spint1.1",4.66631962725673e-192,0.321758555029188,0.375,0.119,5.71484164750132e-188,1,"Spint1",NA
"Slirp",4.97694729087443e-192,0.360661816110246,0.716,0.33,6.09526734713391e-188,1,"Slirp",NA
"F11r.1",2.28689377793675e-191,0.296017256451657,0.524,0.195,2.80075880983914e-187,1,"F11r","CM"
"Atp5g1.1",6.42131259537897e-190,0.451992285286057,0.883,0.573,7.86418153556063e-186,1,"Atp5g1",NA
"Rnf130",6.67269092095672e-190,0.300717809427599,0.693,0.302,8.1720445708957e-186,1,"Rnf130",NA
"Colgalt1.1",1.37785462948382e-189,0.304433351739698,0.641,0.265,1.68745856472883e-185,1,"Colgalt1",NA
"Rpl27.1",5.18752871343548e-189,-0.44310561330153,0.979,0.967,6.35316641534443e-185,1,"Rpl27",NA
"Ccl6.1",2.31908276969222e-188,0.44449554769879,0.957,0.629,2.84018066804206e-184,1,"Ccl6",NA
"Rps23.1",4.14409183816642e-188,-0.528877596291373,0.992,0.988,5.07526927420242e-184,1,"Rps23","CM"
"Rassf4.1",4.25684480854765e-188,0.30966438920036,0.576,0.231,5.21335783702831e-184,1,"Rassf4",NA
"Nucb1",8.75803477103802e-188,0.262261485092845,0.53,0.2,1.07259651840903e-183,1,"Nucb1","Sec"
"Akt1",1.16831740528295e-187,0.28622895313768,0.61,0.248,1.43083832625003e-183,1,"Akt1",NA
"Nenf",2.34740214509874e-187,0.26019270311684,0.496,0.184,2.87486340710243e-183,1,"Nenf","Sec"
"Timp1",2.99059938724729e-187,0.304785798041802,0.186,0.032,3.66258706956175e-183,1,"Timp1","CM"
"Slc6a6.1",1.29667106963494e-186,0.324337437102407,0.748,0.338,1.58803305898191e-182,1,"Slc6a6","CM"
"Mvp.1",1.47890207902178e-186,0.266279316764992,0.527,0.2,1.81121137617798e-182,1,"Mvp",NA
"Pkm.1",1.99632002763715e-186,0.545979276314841,0.911,0.665,2.44489313784722e-182,1,"Pkm",NA
"Tuba1b.1",3.9667846792699e-186,0.382084005137917,0.874,0.518,4.85812119670185e-182,1,"Tuba1b",NA
"Ccl4.1",6.05671959104579e-186,0.457324072381911,0.508,0.215,7.41766448315377e-182,1,"Ccl4","Sec"
"Erp29",1.01570499568808e-185,0.405199187648891,0.869,0.493,1.24393390821919e-181,1,"Erp29",NA
"Gimap6.1",1.50779916530706e-185,-1.1052562752241,0.093,0.397,1.84660163775155e-181,1,"Gimap6",NA
"Stx7",1.72879446379647e-185,0.250575360524913,0.606,0.243,2.11725457981153e-181,1,"Stx7",NA
"Hivep3",2.01686543623459e-185,0.265231357975627,0.29,0.076,2.4700550997565e-181,1,"Hivep3","TF"
"Ets1.1",2.38434896367875e-185,-1.00104573319297,0.047,0.356,2.92011217581736e-181,1,"Ets1","TF"
"Snx5.1",2.47390122339133e-185,0.383407849151752,0.763,0.386,3.02978682828736e-181,1,"Snx5",NA
"Slfn5",4.90288062928763e-185,0.279805809176,0.334,0.096,6.00455790668857e-181,1,"Slfn5",NA
"Atp6ap2.1",9.8479674099237e-185,0.298444833719144,0.65,0.276,1.20608056869336e-180,1,"Atp6ap2",NA
"Pdia6",2.10868166801276e-184,0.402541939317316,0.724,0.344,2.58250243881523e-180,1,"Pdia6",NA
"Rhob",8.66039801524276e-184,0.374729282215995,0.595,0.245,1.06063894492678e-179,1,"Rhob",NA
"Cxcl14",8.84066343315487e-184,0.312234194459808,0.187,0.034,1.08271605065848e-179,1,"Cxcl14",NA
"Rps10.1",8.83322640502032e-183,-0.475172419139441,0.988,0.98,1.08180523782284e-178,1,"Rps10",NA
"Hif1a",8.64377562249652e-182,0.3177107745238,0.538,0.213,1.05860320048715e-177,1,"Hif1a","TF"
"Cotl1.1",2.36571061435134e-180,0.447876412122567,0.942,0.763,2.89728578939609e-176,1,"Cotl1",NA
"B4galt1.1",7.55418234410322e-179,0.284032503553759,0.531,0.205,9.25160711682321e-175,1,"B4galt1",NA
"Rpl21.1",1.22930224967196e-177,-0.610384425126871,0.985,0.973,1.50552646517325e-173,1,"Rpl21","CM"
"Gimap1.1",4.77208696934497e-177,-0.96884057904196,0.039,0.337,5.84437491135678e-173,1,"Gimap1",NA
"Clic4.1",1.17587135701963e-176,0.278318734140316,0.527,0.206,1.44008965094193e-172,1,"Clic4",NA
"Stk17b.1",1.7172402527395e-176,-0.913861510449999,0.417,0.616,2.10310413753006e-172,1,"Stk17b",NA
"Pitpna.1",1.72663287449369e-176,0.439729718231581,0.842,0.501,2.11460728139243e-172,1,"Pitpna",NA
"Smdt1.1",2.54927932129829e-176,0.40102802144443,0.884,0.526,3.12210238479401e-172,1,"Smdt1",NA
"Rpl9.1",2.59015904547212e-176,-0.520604869670612,0.979,0.983,3.1721677829897e-172,1,"Rpl9","CM"
"Mapkapk2",6.35942418088747e-176,0.263831751674652,0.539,0.212,7.78838679433288e-172,1,"Mapkapk2",NA
"Cd74.1",4.07968818968643e-175,0.420179496462371,0.979,0.693,4.99639412590897e-171,1,"Cd74","CM"
"Card19.1",4.72381827650767e-175,0.322157514921779,0.681,0.314,5.78526024323895e-171,1,"Card19",NA
"Pdia3.1",5.08169067005417e-175,0.405406420449049,0.831,0.457,6.22354656361534e-171,1,"Pdia3",NA
"Gna13",5.62125863663426e-175,0.316104380321512,0.647,0.285,6.88435545228598e-171,1,"Gna13",NA
"Neat1.1",9.08635099832032e-174,0.491350556170675,0.893,0.552,1.11280540676429e-169,1,"Neat1",NA
"Sept1",1.21535446706858e-173,-0.899120269180357,0.026,0.32,1.48844461581889e-169,1,"Sept1",NA
"Ccdc86",1.23950128879832e-173,0.267612089234959,0.461,0.171,1.5180172283913e-169,1,"Ccdc86",NA
"Ybx3",7.00105457700169e-173,0.271742056202736,0.484,0.184,8.57419154045397e-169,1,"Ybx3","TF"
"Gsto1.1",1.3606359090451e-171,0.258724836336706,0.639,0.269,1.66637079780753e-167,1,"Gsto1",NA
"Cd36.1",1.95209436755785e-171,0.777444384209963,0.311,0.097,2.3907299719481e-167,1,"Cd36","CM"
"Ncf2.1",2.2640422538699e-170,0.262887015510597,0.793,0.383,2.77277254831446e-166,1,"Ncf2",NA
"Itgb2.1",3.09609896779613e-170,0.428579862202141,0.841,0.492,3.79179240585992e-166,1,"Itgb2","CM"
"BC005537.1",6.22485863234842e-170,0.382258741430585,0.699,0.328,7.62358436703711e-166,1,"BC005537",NA
"Tspo.1",2.52344271966201e-169,0.404262520955434,0.931,0.711,3.09046029877006e-165,1,"Tspo",NA
"Prdx2.1",8.51212905564048e-169,0.360441753862731,0.789,0.406,1.04248044544429e-164,1,"Prdx2",NA
"Mrpl54",1.22825016057735e-168,0.306630235816396,0.691,0.318,1.50423797165908e-164,1,"Mrpl54",NA
"Uqcc2.1",2.74911675187044e-168,0.321061357283228,0.701,0.329,3.36684328601573e-164,1,"Uqcc2",NA
"Cd2",1.177370083299e-167,-0.926147379302701,0.096,0.383,1.44192514101628e-163,1,"Cd2","CM"
"Rps3a1.1",1.53725410525455e-167,-0.49584972641344,0.978,0.969,1.88267510270525e-163,1,"Rps3a1",NA
"Trps1",2.13161107259547e-166,0.27525234845108,0.431,0.157,2.61058408060767e-162,1,"Trps1","TF"
"Rps6.1",5.7775276381681e-166,-0.62681225298941,0.969,0.962,7.07573809846447e-162,1,"Rps6",NA
"Mtss1",6.86940062527141e-165,0.281122243194581,0.552,0.227,8.41295494576989e-161,1,"Mtss1",NA
"Crlf2",1.02942048744959e-164,0.303698665317899,0.727,0.347,1.26073127097951e-160,1,"Crlf2",NA
"Bola2.1",1.03604117896383e-164,0.421325108103019,0.864,0.557,1.268839631877e-160,1,"Bola2",NA
"Gngt2.1",2.0968682570982e-164,0.328470556915788,0.817,0.436,2.56803455446816e-160,1,"Gngt2",NA
"Atp6ap1",4.26220038786241e-164,0.31427367857713,0.732,0.35,5.21991681501509e-160,1,"Atp6ap1","CM"
"Uqcrq.1",9.92258427745786e-164,0.371909044540613,0.921,0.651,1.21521889646026e-159,1,"Uqcrq",NA
"Tyrobp.1",1.01049115712952e-163,0.286577131710327,0.993,0.762,1.23754852013652e-159,1,"Tyrobp",NA
"Rpl13a.1",1.46893315238897e-163,-0.719456221430135,0.893,0.86,1.79900243173078e-159,1,"Rpl13a",NA
"Cytip",1.73218435440551e-163,-0.766676726450594,0.409,0.599,2.12140617884043e-159,1,"Cytip",NA
"Hsp90b1.1",1.41089273806987e-162,0.398223946164844,0.873,0.495,1.72792033631418e-158,1,"Hsp90b1","CM"
"Rpl18.1",1.61953910570017e-162,-0.534052465444433,0.984,0.962,1.983449542751e-158,1,"Rpl18","CM"
"Wdr89",2.32179949880308e-162,-0.529538432887004,0.944,0.908,2.84350784618413e-158,1,"Wdr89",NA
"Plekho2",5.29086926778052e-162,0.267173611251743,0.465,0.177,6.4797275922508e-158,1,"Plekho2",NA
"Mrc1.1",5.55887691031858e-162,0.255764308767463,0.568,0.226,6.80795655206716e-158,1,"Mrc1","CM"
"Txnrd1.1",6.72408108859005e-162,0.308343493733633,0.453,0.173,8.23498210919624e-158,1,"Txnrd1",NA
"Comt.1",6.75059499585563e-162,0.26604805631058,0.657,0.29,8.26745369142439e-158,1,"Comt",NA
"Capns1.1",7.94122496665379e-162,0.371753644056939,0.87,0.53,9.7256182166609e-158,1,"Capns1",NA
"Ifitm3.1",2.5930864387425e-161,0.421527336927412,0.638,0.296,3.17575296152794e-157,1,"Ifitm3",NA
"Rpl23.1",6.76436726711334e-161,-0.422543145006362,0.994,0.985,8.2843205920337e-157,1,"Rpl23",NA
"Rps11.1",2.08781924451119e-160,-0.491246853142481,0.99,0.973,2.55695222875285e-156,1,"Rps11",NA
"Ssr4.1",2.3836825966679e-160,0.387334161548649,0.858,0.55,2.91929607613917e-156,1,"Ssr4",NA
"Prdx5.1",3.16099216442191e-159,0.340829504756405,0.927,0.625,3.87126710376751e-155,1,"Prdx5",NA
"M6pr.1",9.60668654286212e-159,0.355192460588524,0.812,0.423,1.17653090090432e-154,1,"M6pr","CM"
"0610012G03Rik",5.87337520613336e-158,0.279446082487014,0.622,0.279,7.19312261495152e-154,1,"0610012G03Rik",NA
"Bhlhe40.1",1.02556928156765e-157,0.375277778867598,0.643,0.3,1.2560146991359e-153,1,"Bhlhe40","TF"
"Rpl37.1",2.64080872901979e-157,-0.350188287646225,0.991,0.994,3.23419845043054e-153,1,"Rpl37",NA
"Rpl5.1",3.13070552662709e-157,-0.664796667876773,0.939,0.902,3.8341750584602e-153,1,"Rpl5",NA
"Atp6v0d1.1",9.26104983820538e-157,0.314425670782842,0.69,0.33,1.13420077368501e-152,1,"Atp6v0d1",NA
"2610001J05Rik",1.03671285537494e-156,0.263053824023004,0.631,0.281,1.26966223397769e-152,1,"2610001J05Rik",NA
"Csf2rb.1",1.06450831000956e-156,0.290167040694455,0.674,0.306,1.30370332726871e-152,1,"Csf2rb",NA
"Lgals9",4.22791116660602e-156,0.265823773782986,0.567,0.241,5.1779228057424e-152,1,"Lgals9",NA
"Clta.1",1.43153333615894e-155,0.353623238189102,0.922,0.702,1.75319887679386e-151,1,"Clta",NA
"Qk",1.73356041909305e-155,0.254476523273604,0.53,0.218,2.12309144526325e-151,1,"Qk",NA
"Ybx1",6.708641148996e-155,0.352505989816268,0.939,0.778,8.2160728151754e-151,1,"Ybx1","CM"
"Lamtor4.1",6.20979711876038e-154,0.344457806077471,0.801,0.437,7.60513853134583e-150,1,"Lamtor4",NA
"Thbs1.1",3.69840623658162e-153,0.458367099519135,0.331,0.108,4.52943811794151e-149,1,"Thbs1","CM"
"H2-Eb1.1",5.040764388519e-152,0.563075142110054,0.826,0.483,6.17342414661922e-148,1,"H2-Eb1",NA
"Rpl32.1",1.13573961422062e-151,-0.428847695995894,0.993,0.961,1.39094030553599e-147,1,"Rpl32","CM"
"Trf.1",1.28689809365493e-151,0.344433624444468,0.67,0.308,1.57606409529919e-147,1,"Trf","Sec"
"Tmed10.1",2.01932906749855e-151,0.345196426822381,0.82,0.473,2.47307230896547e-147,1,"Tmed10",NA
"Rps4x.1",2.71262625121952e-151,-0.521666046183351,0.979,0.937,3.32215336986855e-147,1,"Rps4x",NA
"Arpc1b.1",1.1816430597074e-150,0.314905678123937,0.973,0.88,1.44715825522365e-146,1,"Arpc1b",NA
"Bsg.1",4.18384858972361e-150,0.329542104106022,0.801,0.428,5.12395936783451e-146,1,"Bsg","CM"
"Rex1bd.1",4.53965799640815e-150,0.264081079408148,0.663,0.307,5.55971914820106e-146,1,"Rex1bd",NA
"Ube2a",6.11961235355803e-150,0.266688338910643,0.625,0.288,7.49468924940252e-146,1,"Ube2a",NA
"Rpl4.1",7.66672310790277e-150,-0.6462437736257,0.957,0.909,9.38943579024852e-146,1,"Rpl4","CM"
"H2-DMa.1",8.13337639577205e-150,0.397110416129499,0.838,0.469,9.96094607190202e-146,1,"H2-DMa","CM"
"Spi1.1",1.02801417054556e-149,0.250767760615972,0.922,0.501,1.25900895466715e-145,1,"Spi1","TF"
"Nme2.1",1.34206568574452e-149,0.378080051671238,0.821,0.503,1.64362784533131e-145,1,"Nme2","TF"
"Txndc17.1",6.1493752532067e-149,0.30931748624833,0.771,0.416,7.53113987260224e-145,1,"Txndc17",NA
"Slamf9.1",2.42172883505578e-148,0.290150188742333,0.411,0.157,2.96589130429281e-144,1,"Slamf9","CM"
"Atp6v1e1.1",1.53552320687484e-147,0.349131292598066,0.8,0.443,1.88055527145961e-143,1,"Atp6v1e1",NA
