"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"CLIC1.B",2.03806213684512e-28,-0.421568053678278,0.604,0.804,6.86704656388595e-24,"B","CLIC1"
"LCP2.B",2.32768119216636e-28,-0.422906635417643,0.076,0.356,7.84288900888535e-24,"B","LCP2"
"OPN3.B",2.55696949661003e-28,-0.434551750083654,0.044,0.306,8.61545302187782e-24,"B","OPN3"
"RASGRP3.B",2.72244340788744e-28,0.418262400342789,0.205,0.071,9.17300081853595e-24,"B","RASGRP3"
"M6PR.B",2.83780382906726e-28,-0.425603186955714,0.196,0.517,9.56169622165922e-24,"B","M6PR"
"DSE.B",3.22986229475008e-28,-0.442014434588,0.037,0.292,1.08826980159309e-23,"B","DSE"
"SMS.B",3.23797182791899e-28,-0.391869284409428,0.176,0.493,1.09100222769903e-23,"B","SMS"
"PTPMT1.B",3.89632656328568e-28,-0.423424508466322,0.127,0.424,1.31282827223348e-23,"B","PTPMT1"
"SERINC1.B",3.96518650886674e-28,-0.395023913022734,0.134,0.434,1.33602994229756e-23,"B","SERINC1"
"MFGE8.B",4.12325685608498e-28,-0.400869337776198,0.007,0.246,1.38929016508927e-23,"B","MFGE8"
"DNASE2.B",4.40069360319995e-28,-0.450188332448776,0.11,0.404,1.48276970266219e-23,"B","DNASE2"
"BAX.B",4.5314833173002e-28,-0.415925559132968,0.242,0.575,1.52683798893113e-23,"B","BAX"
"TXNDC17.B",4.58918799632337e-28,-0.410161846980779,0.159,0.467,1.5462810034812e-23,"B","TXNDC17"
"SCCPDH.B",4.74634107874548e-28,-0.394012139008718,0.059,0.327,1.5992321630725e-23,"B","SCCPDH"
"RPL27.B",6.0981205636151e-28,0.276940435104813,0.98,0.957,2.05470074270447e-23,"B","RPL27"
"VMA21.B",6.50381347495568e-28,-0.403698380188724,0.122,0.419,2.19139491225157e-23,"B","VMA21"
"STX12.B",6.72363572076459e-28,-0.380312433123418,0.083,0.366,2.26546181975442e-23,"B","STX12"
"BCAP31.B",8.21360469062317e-28,-0.444386949035684,0.264,0.588,2.76749196445857e-23,"B","BCAP31"
"ANXA4.B",1.03368311970254e-27,-0.419725090030251,0.117,0.41,3.48289190352572e-23,"B","ANXA4"
"BEX4.B",1.05836604113464e-27,-0.386014397860953,0.044,0.306,3.56605853899905e-23,"B","BEX4"
"MME.B",1.16268928718151e-27,-0.44070579144161,0.02,0.264,3.91756528422936e-23,"B","MME"
"TMEM147.B",1.25752454709787e-27,-0.389075105694695,0.218,0.542,4.23710320899156e-23,"B","TMEM147"
"IDH1.B",1.34144599233492e-27,-0.399051611957151,0.061,0.332,4.51986812657328e-23,"B","IDH1"
"BID.B",1.43046857509468e-27,-0.385695350423257,0.112,0.402,4.81982081692401e-23,"B","BID"
"NQO2.B",1.45231457462948e-27,-0.395585769852511,0.061,0.324,4.89342872775659e-23,"B","NQO2"
"SQSTM1.B",1.56769339695223e-27,-0.463762028505451,0.291,0.611,5.28218613169083e-23,"B","SQSTM1"
"MPC1.B",1.60069286030484e-27,-0.376567323696466,0.117,0.413,5.39337452351113e-23,"B","MPC1"
"ATF7IP.B",1.61462480349121e-27,0.498114299654802,0.279,0.12,5.44031681288328e-23,"B","ATF7IP"
"RPL12.B",1.92841454858199e-27,0.25628974532485,0.995,0.982,6.49759997999216e-23,"B","RPL12"
"PCBD1.B",2.00337553289025e-27,-0.333239365073648,0.086,0.367,6.7501735205204e-23,"B","PCBD1"
"COX5B.B",2.26955052207951e-27,-0.422457581428558,0.548,0.781,7.6470235290947e-23,"B","COX5B"
"PDE4DIP.B",2.43353188736449e-27,-0.369447250652724,0.093,0.378,8.19954234128591e-23,"B","PDE4DIP"
"REEP5.B",2.56546035464948e-27,-0.437952096299762,0.313,0.626,8.64406211895595e-23,"B","REEP5"
"GNAS.B",2.70268072806394e-27,-0.508793769713915,0.425,0.742,9.10641244513864e-23,"B","GNAS"
"CHMP4B.B",2.9853301237992e-27,-0.409121911033375,0.171,0.478,1.0058771319129e-22,"B","CHMP4B"
"SARAF.B",3.17455721212645e-27,-0.437426427776052,0.516,0.769,1.06963530705388e-22,"B","SARAF"
"GPRIN3.B",3.89025622359905e-27,-0.399301158107947,0.054,0.316,1.31078293197946e-22,"B","GPRIN3"
"SUMO3.B",3.92751930211945e-27,-0.419104026181521,0.252,0.571,1.32333835365613e-22,"B","SUMO3"
"FNIP2.B",4.08953269115014e-27,-0.499195496214638,0.024,0.266,1.37792714495613e-22,"B","FNIP2"
"GNB5.B",4.57406492846505e-27,0.307240280990162,0.12,0.029,1.54118543699701e-22,"B","GNB5"
"ARRDC4.B",5.37631325441121e-27,-0.462288407631728,0.005,0.233,1.81149498794131e-22,"B","ARRDC4"
"C1orf43.B",6.0461512251618e-27,-0.362840983636283,0.171,0.484,2.03719019380602e-22,"B","C1orf43"
"CIRBP.B",6.38800996566239e-27,0.446448157750519,0.76,0.662,2.15237607783029e-22,"B","CIRBP"
"TNRC6B.B",6.94549680417314e-27,0.505942823367505,0.43,0.251,2.3402156931981e-22,"B","TNRC6B"
"CD33.B",9.58764553139135e-27,-0.343949280068801,0.015,0.248,3.230461285347e-22,"B","CD33"
"ARGLU1.B",1.04374022637008e-26,0.592907190283344,0.516,0.36,3.51677831873135e-22,"B","ARGLU1"
"NFE2L2.B",1.07389307261784e-26,-0.435177365853932,0.156,0.454,3.61837531887854e-22,"B","NFE2L2"
"PEPD.B",1.12511134707179e-26,-0.371175446576761,0.076,0.346,3.79095017282368e-22,"B","PEPD"
"SDC4.B",1.32264347888602e-26,-0.421108410501348,0.046,0.299,4.45651493775857e-22,"B","SDC4"
"PTPRE.B",1.32473973235346e-26,-0.492082561949302,0.073,0.334,4.46357805419176e-22,"B","PTPRE"
"CHMP5.B",1.41050768122006e-26,-0.395737333956749,0.139,0.437,4.75256458110289e-22,"B","CHMP5"
"RGS10.B",1.55529322965376e-26,-0.388941143337218,0.235,0.561,5.24040500799539e-22,"B","RGS10"
"SYNE1.B",1.56601611535985e-26,0.303080531928479,0.139,0.038,5.27653469909348e-22,"B","SYNE1"
"BACH1.B",2.04165195088867e-26,-0.380468148890439,0.049,0.304,6.87914208332427e-22,"B","BACH1"
"CLEC2B.B",2.14507089850411e-26,-0.42837727302535,0.137,0.426,7.22760188541976e-22,"B","CLEC2B"
"NCOA3.B",2.64401985401021e-26,0.485068865940183,0.276,0.121,8.908760496102e-22,"B","NCOA3"
"IL2RG.B",2.72326702017279e-26,0.520991805235978,0.374,0.201,9.17577589777018e-22,"B","IL2RG"
"NUCB1.B",2.94256716480408e-26,-0.366875099019442,0.159,0.463,9.91468580509087e-22,"B","NUCB1"
"FABP3.B",3.97379439030628e-26,-0.818233141487275,0.017,0.247,1.3389302818698e-21,"B","FABP3"
"METTL12.B",4.51218400506403e-26,0.609394858238482,0.335,0.169,1.52033527866628e-21,"B","METTL12"
"PLEC.B",5.66308229800248e-26,-0.402364139722037,0.083,0.348,1.90811894948896e-21,"B","PLEC"
"PTTG1IP.B",5.96545995595584e-26,-0.360880387202598,0.103,0.38,2.01000207755976e-21,"B","PTTG1IP"
"LPCAT2.B",7.24352317290814e-26,-0.359004763271209,0.022,0.256,2.44063269787967e-21,"B","LPCAT2"
"CD40.B",7.47860900189951e-26,0.570570668544938,0.313,0.155,2.51984251710002e-21,"B","CD40"
"SMAP2.B",8.03151481778812e-26,0.520454205895568,0.513,0.351,2.70613860270553e-21,"B","SMAP2"
"CSGALNACT2.B",9.03500373936293e-26,-0.365105909611936,0.049,0.296,3.04425415994095e-21,"B","CSGALNACT2"
"SLC43A2.B",9.26815125555797e-26,-0.40576610072467,0.044,0.287,3.1228108840477e-21,"B","SLC43A2"
"CYFIP2.B",1.03288897844248e-25,0.286057777534729,0.152,0.045,3.4802161239641e-21,"B","CYFIP2"
"MAP1LC3B.B",1.36410193557534e-25,-0.376038883092746,0.276,0.594,4.59620506172754e-21,"B","MAP1LC3B"
"TFPT.B",1.47909276412056e-25,-0.336376934515035,0.076,0.337,4.9836551594278e-21,"B","TFPT"
"HIST1H1C.B",1.58863567997612e-25,0.57457615397655,0.252,0.107,5.35274906011154e-21,"B","HIST1H1C"
"SLC1A3.B",2.02679155812443e-25,-0.391600700302402,0.015,0.238,6.82907147594444e-21,"B","SLC1A3"
"CD4.B",2.04459320137292e-25,-0.368710022446773,0.034,0.271,6.88905233270592e-21,"B","CD4"
"PMP22.B",2.11209498989245e-25,-0.431655576216438,0.017,0.242,7.11649285894361e-21,"B","PMP22"
"NENF.B",2.13879878284322e-25,-0.359375992728093,0.061,0.313,7.20646861891193e-21,"B","NENF"
"AMIGO2.B",2.25898538297603e-25,-0.395219481736998,0.017,0.242,7.61142534939945e-21,"B","AMIGO2"
"DAPP1.B",2.27286110280391e-25,0.415736865182986,0.242,0.1,7.6581781997875e-21,"B","DAPP1"
"ADAP2.B",2.68396091671071e-25,-0.367127691917327,0.012,0.232,9.04333791276507e-21,"B","ADAP2"
"UQCRQ.B",3.27052248783491e-25,-0.392745626484837,0.491,0.775,1.1019698470511e-20,"B","UQCRQ"
"RPS16.B",3.36879089498871e-25,0.242571280136159,1,0.978,1.13508040415749e-20,"B","RPS16"
"RP3-460G2.2.B",3.6282539553846e-25,-0.327528221497174,0.01,0.229,1.22250388772729e-20,"B","RP3-460G2.2"
"LAMTOR2.B",4.09610694159114e-25,-0.407585728739412,0.257,0.554,1.38014227289972e-20,"B","LAMTOR2"
"CYFIP1.B",4.35366452734344e-25,-0.409211556050963,0.032,0.264,1.4669237258431e-20,"B","CYFIP1"
"OSBPL10.B",4.69690177431887e-25,0.29068347390612,0.108,0.026,1.582574083839e-20,"B","OSBPL10"
"FAM200B.B",4.87084770153767e-25,-0.326222539439289,0.081,0.348,1.6411834245561e-20,"B","FAM200B"
"SGMS2.B",5.40646507745535e-25,-0.400313590617695,0.027,0.256,1.82165434319781e-20,"B","SGMS2"
"SH3GLB1.B",6.81114396060385e-25,-0.417770864723864,0.259,0.568,2.29494684608586e-20,"B","SH3GLB1"
"EML4.B",7.47971676869539e-25,-0.464168366668646,0.23,0.526,2.52021576804423e-20,"B","EML4"
"TAX1BP1.B",8.1866891682442e-25,-0.408642304852798,0.308,0.619,2.7584230483482e-20,"B","TAX1BP1"
"RAB32.B",8.4156914083172e-25,-0.385831126279029,0.024,0.248,2.8355830631184e-20,"B","RAB32"
"SERPINB1.B",9.07810285239284e-25,-0.402546049184937,0.23,0.543,3.05877597508524e-20,"B","SERPINB1"
"DPYD.B",9.5568725848757e-25,-0.410376711208536,0.046,0.283,3.22009264874802e-20,"B","DPYD"
"QSOX1.B",9.90175236398683e-25,-0.360542216583858,0.029,0.257,3.33629644152172e-20,"B","QSOX1"
"CLEC4E.B",9.93265132015087e-25,-0.499503773483504,0.02,0.24,3.34670753581163e-20,"B","CLEC4E"
"TANC2.B",1.08036680372437e-24,-0.370913134182897,0.017,0.236,3.64018790846888e-20,"B","TANC2"
"APOBR.B",1.23922814823579e-24,-0.374720880201793,0.027,0.25,4.17545532266566e-20,"B","APOBR"
"FEZ2.B",1.25267353405154e-24,-0.317772439747761,0.078,0.337,4.22075820563326e-20,"B","FEZ2"
"HDAC7.B",1.31480017076252e-24,0.289136782278632,0.13,0.035,4.43008769536722e-20,"B","HDAC7"
"TSPAN14.B",1.31905491140271e-24,-0.36297569401024,0.059,0.301,4.44442361848028e-20,"B","TSPAN14"
"CLIP4.B",1.32163279829544e-24,-0.335623645594479,0.039,0.273,4.45310955057666e-20,"B","CLIP4"
"S100A8.B",1.48777838946091e-24,-1.75934810849397,0.112,0.363,5.01292050544959e-20,"B","S100A8"
"MITF.B",1.51814689294721e-24,-0.338027116529665,0.027,0.252,5.11524414109633e-20,"B","MITF"
"CTSA.B",1.53661988693586e-24,-0.441489830428332,0.193,0.484,5.17748704704169e-20,"B","CTSA"
"FUOM.B",1.54369813900258e-24,-0.373474336450592,0.086,0.342,5.2013365095553e-20,"B","FUOM"
"TMEM167A.B",1.76457625912125e-24,-0.388077935097155,0.176,0.471,5.94556324748315e-20,"B","TMEM167A"
"CHMP2B.B",1.98013163178003e-24,-0.350751642525914,0.12,0.396,6.67185552011964e-20,"B","CHMP2B"
"RNF7.B",2.16239092441702e-24,-0.374984479541343,0.215,0.51,7.28595998073071e-20,"B","RNF7"
"TMEM33.B",2.23002736917186e-24,-0.352587395987511,0.083,0.342,7.51385421768767e-20,"B","TMEM33"
"FNBP1.B",2.39814067478588e-24,0.536211981780216,0.465,0.308,8.08029518962355e-20,"B","FNBP1"
"PAG1.B",2.44537179628399e-24,-0.417799890621715,0.159,0.441,8.23943573039927e-20,"B","PAG1"
"RP11-160E2.6.B",2.4735467519758e-24,0.599288747380335,0.276,0.127,8.33436842610727e-20,"B","RP11-160E2.6"
"NANS.B",2.93242445421393e-24,-0.35679995315483,0.103,0.369,9.8805109560284e-20,"B","NANS"
"ANKRD36C.B",3.1479940341916e-24,0.375680941477387,0.169,0.056,1.06068510988052e-19,"B","ANKRD36C"
"COX5A.B",3.17130705983544e-24,-0.344565585643433,0.367,0.683,1.06854020074095e-19,"B","COX5A"
"RP11-386I14.4.B",3.18601392435591e-24,0.843523697673532,0.237,0.097,1.07349553167248e-19,"B","RP11-386I14.4"
"GPD1.B",3.73884203251014e-24,-0.384518779348558,0.005,0.214,1.25976543443397e-19,"B","GPD1"
"JOSD2.B",4.09714758783053e-24,-0.330039269555897,0.059,0.3,1.38049290824362e-19,"B","JOSD2"
"PDLIM5.B",4.64375024435767e-24,-0.347927160244778,0.042,0.274,1.56466520733387e-19,"B","PDLIM5"
"C20orf27.B",5.11146427986905e-24,-0.354125455860453,0.081,0.332,1.72225677445908e-19,"B","C20orf27"
"SMIM4.B",5.35544589103342e-24,-0.316943274025646,0.103,0.374,1.8044639385248e-19,"B","SMIM4"
"P2RX4.B",5.40162707764408e-24,-0.328946011212634,0.068,0.315,1.8200242275414e-19,"B","P2RX4"
"HSBP1.B",7.18047828488749e-24,-0.406983249631726,0.252,0.551,2.41939035330999e-19,"B","HSBP1"
"OSBPL1A.B",9.10472792380204e-24,-0.319941527655352,0.02,0.235,3.06774702664586e-19,"B","OSBPL1A"
"COTL1.B",9.12911117714943e-24,-0.448570233941233,0.311,0.62,3.07596272002873e-19,"B","COTL1"
"SLC6A6.B",9.1692926051442e-24,-0.344342144196524,0.051,0.285,3.08950145037729e-19,"B","SLC6A6"
"METRNL.B",9.39597608093168e-24,-0.380622615287074,0.022,0.238,3.16588018070912e-19,"B","METRNL"
"DNAJA1.B",1.02625471611245e-23,-0.431764450217969,0.227,0.518,3.4578626404693e-19,"B","DNAJA1"
"COLGALT1.B",1.12560657276219e-23,-0.322994511680792,0.037,0.263,3.79261878626493e-19,"B","COLGALT1"
"RAB34.B",1.18668827030925e-23,-0.304048635833556,0.024,0.243,3.99842745798e-19,"B","RAB34"
"FLVCR2.B",1.23523609568925e-23,-0.330082734172701,0.007,0.212,4.16200450081537e-19,"B","FLVCR2"
"PRDX6.B",1.26917492049943e-23,-0.380406719952656,0.308,0.617,4.27635797713077e-19,"B","PRDX6"
"DONSON.B",1.62149383428433e-23,-0.48944554448618,0.027,0.243,5.46346132523761e-19,"B","DONSON"
"PBDC1.B",1.66578315771209e-23,-0.354731059318024,0.083,0.331,5.6126897715951e-19,"B","PBDC1"
"HEXA.B",1.83323152738239e-23,-0.349579872996556,0.125,0.394,6.17689030836221e-19,"B","HEXA"
"UBE2F.B",1.97082878851436e-23,-0.3263903675206,0.056,0.29,6.64051052002028e-19,"B","UBE2F"
"TCEB1.B",2.00340166188746e-23,-0.356872642553446,0.279,0.586,6.75026155956362e-19,"B","TCEB1"
"EVI2B.B",2.05159647031736e-23,-0.466735649925274,0.445,0.696,6.91264914708733e-19,"B","EVI2B"
"FPR3.B",2.06560471435658e-23,-0.496263989440249,0.029,0.248,6.95984852455305e-19,"B","FPR3"
"SCPEP1.B",2.07281505481565e-23,-0.379430335225856,0.176,0.462,6.98414304569587e-19,"B","SCPEP1"
"SUSD3.B",2.31368514533225e-23,0.306084588950293,0.137,0.04,7.7957307286825e-19,"B","SUSD3"
"PFN1.B",2.55995408696301e-23,-0.320783504583422,0.853,0.919,8.62550930061316e-19,"B","PFN1"
"ZNF706.B",2.59885675201672e-23,-0.414070357722048,0.374,0.65,8.75658794024514e-19,"B","ZNF706"
"UGP2.B",2.85308457441558e-23,-0.386557696682612,0.218,0.512,9.61318316503585e-19,"B","UGP2"
"ARHGDIB.B",2.87911946587867e-23,0.395442822157524,0.78,0.701,9.7009051283316e-19,"B","ARHGDIB"
"AKIRIN2.B",3.10199868609639e-23,-0.32925912609404,0.139,0.418,1.04518743729332e-18,"B","AKIRIN2"
"EMILIN2.B",3.21207299625924e-23,-0.339769471045343,0.027,0.243,1.08227587535959e-18,"B","EMILIN2"
"RHOQ.B",3.30153202470871e-23,-0.326884151977129,0.061,0.3,1.11241820040535e-18,"B","RHOQ"
"CH17-340M24.3.B",3.91538142797279e-23,-0.293334238317221,0.042,0.268,1.31924861834115e-18,"B","CH17-340M24.3"
"AREG.B",3.95135222305044e-23,-0.84516460952628,0.078,0.317,1.33136861803462e-18,"B","AREG"
"ACTR2.B",5.0656491483024e-23,-0.354320384478476,0.384,0.702,1.70681982402901e-18,"B","ACTR2"
"CD46.B",5.1149927671583e-23,-0.383803785165132,0.13,0.392,1.72344566296632e-18,"B","CD46"
"RP5-1171I10.5.B",5.4040950413005e-23,0.517214860708655,0.284,0.135,1.82085578321579e-18,"B","RP5-1171I10.5"
"IGF2R.B",5.65175638037509e-23,-0.332585172370823,0.034,0.255,1.90430279480358e-18,"B","IGF2R"
"AHR.B",7.4207348010899e-23,-0.396010638706711,0.068,0.308,2.50034238387923e-18,"B","AHR"
"CYB5R3.B",7.77090491144418e-23,-0.376439165647616,0.183,0.467,2.618328700862e-18,"B","CYB5R3"
"DENND5A.B",7.86440646096642e-23,-0.34332177204634,0.022,0.231,2.64983311295802e-18,"B","DENND5A"
"TMEM173.B",8.00759142932287e-23,-0.34335098459126,0.029,0.244,2.69807785619605e-18,"B","TMEM173"
"RARA.B",1.08989831395805e-22,-0.291399666779619,0.042,0.264,3.67230337905025e-18,"B","RARA"
"SERPINB6.B",1.16610568962017e-22,-0.293908170637423,0.105,0.366,3.92907651060619e-18,"B","SERPINB6"
"TP53INP1.B",1.2696955079023e-22,0.248591060127961,0.117,0.032,4.27811204432603e-18,"B","TP53INP1"
"ATF3.B",1.31559914423854e-22,-0.426271112017742,0.027,0.24,4.43277975659735e-18,"B","ATF3"
"NPTN.B",1.37772849344811e-22,-0.378816341250099,0.046,0.269,4.64211838582407e-18,"B","NPTN"
"CD36.B",1.39169473832619e-22,-0.591677382135617,0.022,0.228,4.68917625131626e-18,"B","CD36"
"CAPNS1.B",1.39657074664542e-22,-0.360096885299854,0.181,0.46,4.70560547374708e-18,"B","CAPNS1"
"RBP7.B",1.54246050335441e-22,-0.363057434423344,0.012,0.213,5.19716642000236e-18,"B","RBP7"
"TMEM179B.B",1.55105262422857e-22,-0.320338791434844,0.112,0.372,5.22611671207575e-18,"B","TMEM179B"
"TSPAN4.B",1.83765384607785e-22,-0.316144963131854,0.032,0.246,6.19179086897471e-18,"B","TSPAN4"
"BHLHE40.B",1.91559214292569e-22,-0.337941818671694,0.051,0.279,6.45439616637382e-18,"B","BHLHE40"
"ATP5EP2.B",2.09749964946525e-22,-0.604038643502567,0.257,0.527,7.06731531890821e-18,"B","ATP5EP2"
"RSU1.B",2.25125008313714e-22,-0.319112681727106,0.081,0.325,7.58536203012229e-18,"B","RSU1"
"IFIT3.B",2.28121670599759e-22,-0.403945915136094,0.012,0.213,7.68633156918827e-18,"B","IFIT3"
"RP11-596C23.2.B",2.40343611708469e-22,0.338675512016606,0.159,0.053,8.09813765290514e-18,"B","RP11-596C23.2"
"SLA.B",2.40577326714744e-22,-0.358751501585255,0.178,0.461,8.10601244632658e-18,"B","SLA"
"HERPUD1.B",2.46507523845796e-22,0.744953554727506,0.557,0.425,8.30582450846025e-18,"B","HERPUD1"
"AGFG1.B",2.48781132356686e-22,-0.364322447615791,0.049,0.27,8.38243147362618e-18,"B","AGFG1"
"PRDM1.B",2.62687885665529e-22,0.45554700814456,0.181,0.064,8.85100561961434e-18,"B","PRDM1"
"CCRL2.B",2.71152939093646e-22,-0.309614814433388,0.012,0.212,9.1362271298213e-18,"B","CCRL2"
"RAB10.B",2.76074726101316e-22,-0.343157777778613,0.171,0.447,9.30206182125773e-18,"B","RAB10"
"OTOA.B",2.77080614706817e-22,-0.384860928218516,0.015,0.214,9.33595423193151e-18,"B","OTOA"
"DENND4C.B",3.05678901702702e-22,-0.281248907608607,0.042,0.264,1.02995449139708e-17,"B","DENND4C"
"NAA20.B",3.46261053967204e-22,-0.305421833493203,0.1,0.353,1.1666919952371e-17,"B","NAA20"
"TOMM40.B",3.56099611542553e-22,-0.382456720271161,0.066,0.29,1.19984203113148e-17,"B","TOMM40"
"ENY2.B",3.59718385143478e-22,-0.353800938795404,0.286,0.592,1.21203512690244e-17,"B","ENY2"
"MAN1A1.B",3.61251846334691e-22,-0.34750147006772,0.095,0.339,1.21720197104011e-17,"B","MAN1A1"
"AQP3.B",3.70334622036827e-22,-0.451847969216206,0.1,0.34,1.24780547549089e-17,"B","AQP3"
"CD69.B",3.93163218935155e-22,0.590357081806431,0.23,0.096,1.32472414988011e-17,"B","CD69"
"HACD4.B",4.0225266147859e-22,-0.331573268763642,0.044,0.264,1.35535011758596e-17,"B","HACD4"
"FKBP15.B",4.14338588072135e-22,-0.342669711593336,0.083,0.326,1.39607243865025e-17,"B","FKBP15"
"AGTRAP.B",4.35998144332958e-22,-0.357957006286863,0.066,0.295,1.46905214751547e-17,"B","AGTRAP"
"PAPSS1.B",4.40781790514456e-22,-0.341511367786938,0.073,0.311,1.48517016495941e-17,"B","PAPSS1"
"TSPYL2.B",5.78886079745879e-22,0.31659471865055,0.134,0.04,1.95049875709577e-17,"B","TSPYL2"
"RAP1A.B",5.88550832838593e-22,-0.378754857694425,0.291,0.581,1.98306317616636e-17,"B","RAP1A"
"NKTR.B",5.8914358976557e-22,0.541620292189715,0.421,0.27,1.98506041135611e-17,"B","NKTR"
"IL13RA1.B",6.23815310679878e-22,-0.311861456805512,0.068,0.304,2.10188330780478e-17,"B","IL13RA1"
"ETHE1.B",6.7014738682039e-22,-0.325965501758982,0.098,0.345,2.25799460515262e-17,"B","ETHE1"
"UQCR10.B",6.84619659965521e-22,-0.37044442826828,0.543,0.767,2.30675748228783e-17,"B","UQCR10"
"CASP1.B",6.90527804333668e-22,-0.32805969610494,0.081,0.319,2.32666438392186e-17,"B","CASP1"
"NARS.B",6.90730739510418e-22,-0.321790183671275,0.156,0.43,2.3273481537064e-17,"B","NARS"
"PMAIP1.B",7.35493636199717e-22,0.316770124315715,0.137,0.042,2.47817225781133e-17,"B","PMAIP1"
"ZBTB8OS.B",7.60430786463809e-22,-0.34371654779935,0.178,0.461,2.56219549191116e-17,"B","ZBTB8OS"
"IQGAP2.B",7.81054338079669e-22,-0.321764211285799,0.068,0.299,2.63168448672564e-17,"B","IQGAP2"
"PTAFR.B",8.1427880773338e-22,-0.335594687054099,0.083,0.319,2.74363101477685e-17,"B","PTAFR"
"CCR1.B",8.17685682757709e-22,-0.431278327527332,0.059,0.277,2.75511013948382e-17,"B","CCR1"
"EMC7.B",8.45710098937491e-22,-0.320085977603348,0.144,0.408,2.84953560735998e-17,"B","EMC7"
"UQCC2.B",9.19223579783031e-22,-0.311806240630985,0.137,0.401,3.09723192972094e-17,"B","UQCC2"
"MSI2.B",9.44449526297045e-22,0.35488694481614,0.169,0.059,3.18222823390526e-17,"B","MSI2"
"TGOLN2.B",9.59518972777969e-22,-0.392494737463275,0.247,0.551,3.23300322687809e-17,"B","TGOLN2"
"CKLF.B",1.02225759771411e-21,-0.422419971250252,0.274,0.568,3.44439474973793e-17,"B","CKLF"
"NPL.B",1.03309740347873e-21,-0.33240056034757,0.037,0.247,3.48091839128123e-17,"B","NPL"
"VAMP3.B",1.08496280787864e-21,-0.293692362815844,0.083,0.324,3.6556736848663e-17,"B","VAMP3"
"SLC25A24.B",1.11903342343538e-21,-0.310044252261707,0.078,0.317,3.77047121692319e-17,"B","SLC25A24"
"TGIF1.B",1.1202159339143e-21,-0.338279976508544,0.064,0.292,3.77445556773085e-17,"B","TGIF1"
"RPS12.B",1.15079769600265e-21,0.327890590345121,0.998,0.987,3.87749775691132e-17,"B","RPS12"
"UBE2D1.B",1.25826352432161e-21,-0.307506004800854,0.117,0.369,4.23959311884923e-17,"B","UBE2D1"
"MAP2K1.B",1.26237798562568e-21,-0.375779034661873,0.125,0.375,4.25345638476717e-17,"B","MAP2K1"
"DYNLRB1.B",1.27842107772157e-21,-0.353754919511292,0.284,0.572,4.30751197927507e-17,"B","DYNLRB1"
"SFTPA2.B",1.33671731351377e-21,-0.289001079014015,0.264,0.546,4.50393531615329e-17,"B","SFTPA2"
"ZCCHC11.B",1.34456846841515e-21,0.454824668034077,0.289,0.145,4.53038899747799e-17,"B","ZCCHC11"
"VDAC1.B",1.38557870074709e-21,-0.339158367771021,0.325,0.621,4.66856887429725e-17,"B","VDAC1"
"RAB5C.B",1.45721126018488e-21,-0.342760987974008,0.237,0.524,4.90992762006695e-17,"B","RAB5C"
"RPL17.B",1.5450663734802e-21,0.287352536528423,0.846,0.782,5.20594663880417e-17,"B","RPL17"
"NDFIP1.B",1.58735875834864e-21,-0.319519114685365,0.169,0.446,5.34844660037989e-17,"B","NDFIP1"
"SLFN11.B",1.61132689399303e-21,-0.355201888547477,0.059,0.279,5.42920483662011e-17,"B","SLFN11"
"TRPV2.B",1.65418904192147e-21,-0.326101003683649,0.066,0.294,5.5736245578502e-17,"B","TRPV2"
"GCA.B",1.78749810629881e-21,-0.387122679189914,0.171,0.443,6.0227961193632e-17,"B","GCA"
"ABR.B",1.80354121325129e-21,-0.300968146157345,0.012,0.205,6.07685176392891e-17,"B","ABR"
"ZFP36.B",1.82524366997578e-21,-0.474558243618712,0.264,0.538,6.1499760216164e-17,"B","ZFP36"
"COLEC12.B",1.90595570524532e-21,-0.372857308230741,0.022,0.22,6.42192715325356e-17,"B","COLEC12"
"IL3RA.B",1.9330619702716e-21,-0.329225264120788,0.01,0.201,6.51325900263314e-17,"B","IL3RA"
"HLA-DRB5.B",1.94187933772478e-21,-0.554771656651483,0.675,0.777,6.54296824052987e-17,"B","HLA-DRB5"
"SPNS1.B",2.03441251754532e-21,-0.313032930526301,0.042,0.254,6.85474953661721e-17,"B","SPNS1"
"TUBB6.B",2.11529266356533e-21,-0.336872306077845,0.064,0.284,7.12726710061703e-17,"B","TUBB6"
"NRIP1.B",2.25076071059571e-21,-0.314451545147481,0.029,0.234,7.58371313828118e-17,"B","NRIP1"
"TCN2.B",2.30908619437652e-21,-0.305099493392197,0.022,0.219,7.78023502333224e-17,"B","TCN2"
"CMC1.B",2.39671234313795e-21,-0.298663858633293,0.049,0.265,8.07548256896902e-17,"B","CMC1"
"APOL6.B",2.53185358992033e-21,-0.339228275495422,0.093,0.332,8.53082748587755e-17,"B","APOL6"
"RILPL2.B",2.56237666972564e-21,-0.342850361911245,0.156,0.423,8.63367195097358e-17,"B","RILPL2"
"EZR.B",2.62182754008814e-21,0.480179323175783,0.494,0.35,8.83398571357298e-17,"B","EZR"
"NDUFV3.B",2.63885993064593e-21,-0.287746738843369,0.115,0.37,8.8913746503184e-17,"B","NDUFV3"
"H2AFZ.B",2.66361410357403e-21,-0.282561265737796,0.399,0.697,8.97478136058233e-17,"B","H2AFZ"
"DHRS3.B",2.78521119093609e-21,-0.264992369986785,0.015,0.209,9.38449058674007e-17,"B","DHRS3"
