"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","category"
"Atp6v0d1.Mac",0,0.544846513274046,0.662,0.212,0,"Mac","Atp6v0d1",NA
"Bhlhe41.Mac",0,0.543590948473486,0.339,0.018,0,"Mac","Bhlhe41","TF"
"Ms4a7.Mac",0,0.543103443890554,0.217,0.009,0,"Mac","Ms4a7",NA
"Pdpn.Mac",0,0.542182382456584,0.319,0.017,0,"Mac","Pdpn","CM"
"Syngr1.Mac",0,0.541734371323001,0.267,0.014,0,"Mac","Syngr1",NA
"Atp13a2.Mac",0,0.541591184808632,0.463,0.055,0,"Mac","Atp13a2",NA
"Bri3.Mac",0,0.541385733334418,0.765,0.328,0,"Mac","Bri3",NA
"Metrnl.Mac",0,0.540559531968291,0.601,0.156,0,"Mac","Metrnl","Sec"
"Nagk.Mac",0,0.537333113266375,0.481,0.08,0,"Mac","Nagk",NA
"Smdt1.Mac",0,0.536491748977596,0.837,0.421,0,"Mac","Smdt1",NA
"Tmem106a.Mac",0,0.535207024841724,0.428,0.046,0,"Mac","Tmem106a",NA
"P2ry6.Mac",0,0.534201639793499,0.414,0.041,0,"Mac","P2ry6",NA
"Rnpep.Mac",0,0.533293936002502,0.54,0.104,0,"Mac","Rnpep",NA
"Anxa1.Mac",0,0.532457038050324,0.764,0.26,0,"Mac","Anxa1",NA
"Cyfip1.Mac",0,0.532032793717983,0.485,0.069,0,"Mac","Cyfip1",NA
"Aldoa.Mac",0,0.530779212236296,0.904,0.622,0,"Mac","Aldoa",NA
"Tbca.Mac",0,0.529903859348895,0.871,0.527,0,"Mac","Tbca",NA
"Tgfb1.Mac",0,0.529381061026706,0.792,0.342,0,"Mac","Tgfb1","CM"
"Uap1l1.Mac",0,0.527019225196707,0.469,0.07,0,"Mac","Uap1l1",NA
"Kazald1.Mac",0,0.526789471526719,0.31,0.007,0,"Mac","Kazald1","Sec"
"Sgpl1.Mac",0,0.526582331796506,0.515,0.095,0,"Mac","Sgpl1",NA
"Pald1.Mac",0,0.525194473145533,0.372,0.02,0,"Mac","Pald1",NA
"Net1.Mac",0,0.524557030378076,0.358,0.053,0,"Mac","Net1",NA
"Tns1.Mac",0,0.522431330813294,0.334,0.016,0,"Mac","Tns1",NA
"Cox6c.Mac",0,0.522014731389233,0.942,0.747,0,"Mac","Cox6c",NA
"Pon2.Mac",0,0.521234440883686,0.567,0.134,0,"Mac","Pon2","CM"
"Nme2.Mac",0,0.521100822224816,0.783,0.407,0,"Mac","Nme2","TF"
"Ap2s1.Mac",0,0.518622973244521,0.802,0.393,0,"Mac","Ap2s1",NA
"Cib2.Mac",0,0.518416137988247,0.382,0.029,0,"Mac","Cib2",NA
"Rexo2.Mac",0,0.516154628311836,0.68,0.251,0,"Mac","Rexo2",NA
"Tmem160.Mac",0,0.516050008986718,0.791,0.36,0,"Mac","Tmem160",NA
"Slc39a1.Mac",0,0.515387739639925,0.434,0.06,0,"Mac","Slc39a1",NA
"Mmp14.Mac",0,0.51463209785205,0.329,0.029,0,"Mac","Mmp14",NA
"Rnase4.Mac",0,0.514431712207642,0.348,0.018,0,"Mac","Rnase4",NA
"Erp29.Mac",0,0.512713652150293,0.812,0.387,0,"Mac","Erp29",NA
"Ndufb2.Mac",0,0.511352258355993,0.705,0.278,0,"Mac","Ndufb2",NA
"Cfb.Mac",0,0.51102127689537,0.288,0.011,0,"Mac","Cfb","Sec"
"Snx1.Mac",0,0.510824757065119,0.564,0.141,0,"Mac","Snx1",NA
"Capns1.Mac",0,0.509575552178752,0.835,0.425,0,"Mac","Capns1",NA
"Trappc2l.Mac",0,0.507591726844154,0.644,0.205,0,"Mac","Trappc2l",NA
"Ywhab.Mac",0,0.506853434292343,0.774,0.352,0,"Mac","Ywhab",NA
"Ybx1.Mac",0,0.506444034755684,0.933,0.721,0,"Mac","Ybx1","CM"
"mt-Atp8.Mac",0,0.50596750751819,0.557,0.178,0,"Mac","mt-Atp8",NA
"Tgfbr1.Mac",0,0.505807601884903,0.446,0.071,0,"Mac","Tgfbr1","CM"
"Plod3.Mac",0,0.504749974429531,0.421,0.037,0,"Mac","Plod3","CM"
"Cd200r4.Mac",0,0.502886981245982,0.358,0.022,0,"Mac","Cd200r4","CM"
"Lamtor2.Mac",0,0.501700587658026,0.796,0.417,0,"Mac","Lamtor2",NA
"Sec61g.Mac",0,0.501608463614112,0.93,0.705,0,"Mac","Sec61g",NA
"Atp6ap1.Mac",0,0.501588108990197,0.687,0.234,0,"Mac","Atp6ap1","CM"
"Gnb1.Mac",0,0.501415572203128,0.787,0.367,0,"Mac","Gnb1",NA
"Mcub.Mac",0,0.500845328154196,0.411,0.05,0,"Mac","Mcub",NA
"Cd300lf.Mac",0,0.50058808885148,0.649,0.186,0,"Mac","Cd300lf",NA
"Ap2a2.Mac",0,0.499758242621667,0.508,0.114,0,"Mac","Ap2a2",NA
"Mfsd1.Mac",0,0.499502032136984,0.482,0.077,0,"Mac","Mfsd1",NA
"Tagln2.Mac",0,0.498960841692206,0.864,0.512,0,"Mac","Tagln2",NA
"Dst.Mac",0,0.497838835202195,0.296,0.019,0,"Mac","Dst",NA
"Dnase2a.Mac",0,0.49665711026922,0.535,0.12,0,"Mac","Dnase2a",NA
"Cxcl16.Mac",0,0.495616965924153,0.42,0.1,0,"Mac","Cxcl16",NA
"Serpine1.Mac",0,0.495099040125963,0.226,0.005,0,"Mac","Serpine1",NA
"S100a13.Mac",0,0.494492922523452,0.82,0.41,0,"Mac","S100a13",NA
"Vcp.Mac",0,0.492758523578733,0.722,0.287,0,"Mac","Vcp",NA
"Luzp1.Mac",0,0.492131316682726,0.399,0.035,0,"Mac","Luzp1",NA
"Ldlr.Mac",0,0.491524886511923,0.327,0.045,0,"Mac","Ldlr","CM"
"Nupr1.Mac",0,0.49111392235036,0.314,0.018,0,"Mac","Nupr1",NA
"Ifi207.Mac",0,0.490786507864522,0.361,0.026,0,"Mac","Ifi207",NA
"Spi1.Mac",0,0.489634583634283,0.907,0.353,0,"Mac","Spi1","TF"
"Ccdc88a.Mac",0,0.489517378316745,0.403,0.061,0,"Mac","Ccdc88a",NA
"Pnp.Mac",0,0.487322605895607,0.549,0.138,0,"Mac","Pnp",NA
"Glud1.Mac",0,0.48689458621319,0.691,0.25,0,"Mac","Glud1",NA
"Sdf2l1.Mac",0,0.486643896586726,0.515,0.127,0,"Mac","Sdf2l1",NA
"Neat1.Mac",0,0.485731276000303,0.829,0.463,0,"Mac","Neat1",NA
"Tnfaip2.Mac",0,0.485005251000937,0.758,0.208,0,"Mac","Tnfaip2",NA
"Lair1.Mac",0,0.48486015005307,0.398,0.041,0,"Mac","Lair1","CM"
"Ggh.Mac",0,0.483199253459266,0.504,0.092,0,"Mac","Ggh","CM"
"Pirb.Mac",0,0.482116090653368,0.623,0.18,0,"Mac","Pirb",NA
"Serf2.Mac",0,0.481695695835609,0.981,0.912,0,"Mac","Serf2",NA
"Eif4a1.Mac",0,0.48061742374646,0.894,0.573,0,"Mac","Eif4a1",NA
"Ccr5.Mac",0,0.479315252998662,0.386,0.064,0,"Mac","Ccr5",NA
"mt-Nd4l.Mac",0,0.477508162745632,0.491,0.154,0,"Mac","mt-Nd4l",NA
"B4galt1.Mac",0,0.47515702978382,0.491,0.108,0,"Mac","B4galt1",NA
"Tyrobp.Mac",0,0.474808452584271,0.993,0.676,0,"Mac","Tyrobp",NA
"Gpx4.Mac",0,0.474278115631874,0.895,0.587,0,"Mac","Gpx4",NA
"Hspa5.Mac",0,0.474127323951689,0.822,0.467,0,"Mac","Hspa5",NA
"Sirpb1c.Mac",0,0.472941524518615,0.584,0.131,0,"Mac","Sirpb1c",NA
"Cox7c.Mac",0,0.472068179518002,0.947,0.764,0,"Mac","Cox7c",NA
"Uqcr10.Mac",0,0.471892537461213,0.863,0.537,0,"Mac","Uqcr10",NA
"Qdpr.Mac",0,0.471746963735245,0.498,0.118,0,"Mac","Qdpr",NA
"Tfec.Mac",0,0.469154686898405,0.335,0.005,0,"Mac","Tfec","TF"
"Ccdc80.Mac",0,0.468609291208055,0.25,0.016,0,"Mac","Ccdc80","CM"
"Tmed3.Mac",0,0.466967910118105,0.54,0.14,0,"Mac","Tmed3",NA
"Nampt.Mac",0,0.465440964839321,0.435,0.075,0,"Mac","Nampt",NA
"Clec12a.Mac",0,0.463971083846157,0.454,0.1,0,"Mac","Clec12a","CM"
"Atp5e.Mac",0,0.461825447195162,0.959,0.86,0,"Mac","Atp5e",NA
"Pros1.Mac",0,0.458543234822977,0.325,0.01,0,"Mac","Pros1",NA
"Ppt2.Mac",0,0.455112495470106,0.424,0.065,0,"Mac","Ppt2",NA
"Npc1.Mac",0,0.454620093023916,0.398,0.046,0,"Mac","Npc1","CM"
"Slc29a1.Mac",0,0.454479386301977,0.366,0.044,0,"Mac","Slc29a1","CM"
"Acaa1a.Mac",0,0.453511838689813,0.655,0.236,0,"Mac","Acaa1a",NA
"Cd84.Mac",0,0.451788933466252,0.664,0.251,0,"Mac","Cd84","CM"
"Nfam1.Mac",0,0.451578565677668,0.615,0.155,0,"Mac","Nfam1",NA
"Mfsd12.Mac",0,0.45135273872153,0.329,0.028,0,"Mac","Mfsd12",NA
"Tgm2.Mac",0,0.450738293904191,0.44,0.087,0,"Mac","Tgm2",NA
"Coro1c.Mac",0,0.450453722799868,0.49,0.114,0,"Mac","Coro1c",NA
"2010107E04Rik.Mac",0,0.44955436741691,0.905,0.68,0,"Mac","2010107E04Rik",NA
"Zfp703.Mac",0,0.449249482966195,0.318,0.03,0,"Mac","Zfp703",NA
"Gng5.Mac",0,0.449185463000115,0.943,0.735,0,"Mac","Gng5",NA
"Ncf2.Mac",0,0.448342620978281,0.751,0.255,0,"Mac","Ncf2",NA
"Bola2.Mac",0,0.448076135046296,0.82,0.469,0,"Mac","Bola2",NA
"Arhgdia.Mac",0,0.447913136157547,0.885,0.553,0,"Mac","Arhgdia",NA
"Timm13.Mac",0,0.447577441897465,0.778,0.38,0,"Mac","Timm13",NA
"Hip1.Mac",0,0.444280336495545,0.376,0.045,0,"Mac","Hip1",NA
"Cox7a2.Mac",0,0.444005804994228,0.893,0.634,0,"Mac","Cox7a2",NA
"Psmb6.Mac",0,0.443934346567116,0.772,0.425,0,"Mac","Psmb6",NA
"Tmed10.Mac",0,0.442241387264924,0.771,0.372,0,"Mac","Tmed10",NA
"Slc48a1.Mac",0,0.441679034440031,0.445,0.096,0,"Mac","Slc48a1",NA
"Il11ra1.Mac",0,0.441387318232488,0.325,0.022,0,"Mac","Il11ra1",NA
"Arl11.Mac",0,0.438556251800095,0.406,0.047,0,"Mac","Arl11",NA
"Ifi204.Mac",0,0.437868882505339,0.316,0.038,0,"Mac","Ifi204",NA
"Myadm.Mac",0,0.437744756197971,0.594,0.179,0,"Mac","Myadm",NA
"Ndufc2.Mac",0,0.436949811783341,0.715,0.313,0,"Mac","Ndufc2",NA
"Ssr4.Mac",0,0.43609398733024,0.811,0.462,0,"Mac","Ssr4",NA
"Fuca1.Mac",0,0.435226347877648,0.644,0.233,0,"Mac","Fuca1",NA
"Dync1i2.Mac",0,0.435120335791587,0.743,0.329,0,"Mac","Dync1i2",NA
"Cidec.Mac",0,0.432622795148493,0.153,0.002,0,"Mac","Cidec",NA
"Mpp1.Mac",0,0.432560834941898,0.485,0.101,0,"Mac","Mpp1",NA
"Rtn4.Mac",0,0.432303047865719,0.684,0.294,0,"Mac","Rtn4",NA
"Fam20c.Mac",0,0.431544658299691,0.305,0.013,0,"Mac","Fam20c",NA
"St13.Mac",0,0.430905614823044,0.718,0.321,0,"Mac","St13",NA
"Rtn3.Mac",0,0.430032231889232,0.676,0.259,0,"Mac","Rtn3",NA
"Atp5l.Mac",0,0.428327570361462,0.956,0.877,0,"Mac","Atp5l",NA
"Bsg.Mac",0,0.428199706147566,0.731,0.331,0,"Mac","Bsg","CM"
"Tpi1.Mac",0,0.428025325872424,0.579,0.21,0,"Mac","Tpi1",NA
"Rab14.Mac",0,0.427856934545095,0.769,0.358,0,"Mac","Rab14",NA
"Acox1.Mac",0,0.427391113639577,0.35,0.045,0,"Mac","Acox1",NA
"Tnfsf12.Mac",0,0.425679842953056,0.345,0.03,0,"Mac","Tnfsf12",NA
"Mgat4b.Mac",0,0.423609921614379,0.33,0.032,0,"Mac","Mgat4b","CM"
"Plgrkt.Mac",0,0.423208642475992,0.622,0.232,0,"Mac","Plgrkt",NA
"Lrpap1.Mac",0,0.422083279640611,0.428,0.086,0,"Mac","Lrpap1","CM"
"Rxra.Mac",0,0.422004356154908,0.316,0.016,0,"Mac","Rxra","TF"
"Nenf.Mac",0,0.421846288964094,0.449,0.095,0,"Mac","Nenf","Sec"
"Nucb2.Mac",0,0.421825728265261,0.392,0.057,0,"Mac","Nucb2",NA
"Tnfrsf1b.Mac",0,0.420804474862737,0.504,0.138,0,"Mac","Tnfrsf1b",NA
"Ndufb6.Mac",0,0.420674498960193,0.668,0.287,0,"Mac","Ndufb6",NA
"Efhd2.Mac",0,0.420434439444318,0.756,0.32,0,"Mac","Efhd2",NA
"Daglb.Mac",0,0.420395157787724,0.359,0.045,0,"Mac","Daglb",NA
"Hint1.Mac",0,0.419578653706043,0.873,0.62,0,"Mac","Hint1",NA
"Mgll.Mac",0,0.418894004202529,0.217,0.012,0,"Mac","Mgll",NA
"Ndufs6.Mac",0,0.418700615061986,0.756,0.365,0,"Mac","Ndufs6",NA
"Rab5c.Mac",0,0.418157792001624,0.71,0.308,0,"Mac","Rab5c",NA
"S100a10.Mac",0,0.417194515449448,0.899,0.62,0,"Mac","S100a10",NA
"Cd200r1.Mac",0,0.416755754315648,0.35,0.037,0,"Mac","Cd200r1","CM"
"Vdac2.Mac",0,0.415652855278777,0.724,0.358,0,"Mac","Vdac2","CM"
"Rab32.Mac",0,0.414838416606017,0.428,0.081,0,"Mac","Rab32",NA
"Klhl9.Mac",0,0.414689302593488,0.361,0.048,0,"Mac","Klhl9",NA
"Epb41l2.Mac",0,0.414396692733802,0.44,0.097,0,"Mac","Epb41l2",NA
"Adam9.Mac",0,0.414288681684131,0.358,0.028,0,"Mac","Adam9","CM"
"Abcc5.Mac",0,0.413961320579239,0.3,0.025,0,"Mac","Abcc5","CM"
"Ski.Mac",0,0.413816820335005,0.493,0.115,0,"Mac","Ski",NA
"Surf4.Mac",0,0.41364119977722,0.55,0.166,0,"Mac","Surf4",NA
"Qk.Mac",0,0.413044211321152,0.492,0.124,0,"Mac","Qk",NA
"Stom.Mac",0,0.411991784385162,0.306,0.02,0,"Mac","Stom",NA
"Tifab.Mac",0,0.411572239358375,0.319,0.017,0,"Mac","Tifab",NA
"Aldh3b1.Mac",0,0.409983362037438,0.433,0.061,0,"Mac","Aldh3b1",NA
"Itga5.Mac",0,0.409768534398583,0.338,0.03,0,"Mac","Itga5","CM"
"Cttnbp2nl.Mac",0,0.409443314376673,0.309,0.025,0,"Mac","Cttnbp2nl",NA
"Ndufa1.Mac",0,0.409048589920362,0.836,0.498,0,"Mac","Ndufa1",NA
"Slirp.Mac",0,0.409009689647084,0.627,0.239,0,"Mac","Slirp",NA
"Atp5j2.Mac",0,0.408780028321836,0.915,0.692,0,"Mac","Atp5j2",NA
"Tbc1d9.Mac",0,0.408142216914209,0.298,0.029,0,"Mac","Tbc1d9",NA
"Clec4a1.Mac",0,0.407716628457321,0.186,0.015,0,"Mac","Clec4a1",NA
"Plec.Mac",0,0.407401953871245,0.464,0.116,0,"Mac","Plec",NA
"Spint1.Mac",0,0.407133858171022,0.334,0.049,0,"Mac","Spint1",NA
"Tmem189.Mac",0,0.406623033795864,0.518,0.142,0,"Mac","Tmem189",NA
"Rex1bd.Mac",0,0.406292565514174,0.601,0.211,0,"Mac","Rex1bd",NA
"Ndufa2.Mac",0,0.406085633497273,0.925,0.7,0,"Mac","Ndufa2","CM"
"Coro1b.Mac",0,0.405893107555615,0.657,0.254,0,"Mac","Coro1b",NA
"Chmp4b.Mac",0,0.405810998108188,0.848,0.482,0,"Mac","Chmp4b",NA
"Degs1.Mac",0,0.405681535336035,0.586,0.199,0,"Mac","Degs1",NA
"Mpc2.Mac",0,0.403366816060488,0.689,0.313,0,"Mac","Mpc2",NA
"Cox6a1.Mac",0,0.403187606997929,0.922,0.725,0,"Mac","Cox6a1",NA
"Hcfc1r1.Mac",0,0.402375727235061,0.633,0.257,0,"Mac","Hcfc1r1",NA
"Pnpla7.Mac",0,0.402275045099998,0.458,0.142,0,"Mac","Pnpla7",NA
"Eps8.Mac",0,0.400337957568128,0.334,0.044,0,"Mac","Eps8",NA
"Kcnq1ot1.Mac",0,0.400277949056824,0.43,0.126,0,"Mac","Kcnq1ot1",NA
"Cox5b.Mac",0,0.399781294161748,0.885,0.641,0,"Mac","Cox5b",NA
"Mef2a.Mac",0,0.399683952846083,0.49,0.117,0,"Mac","Mef2a","TF"
"Tmcc3.Mac",0,0.399051064990853,0.369,0.057,0,"Mac","Tmcc3",NA
"Hnrnpab.Mac",0,0.398939522415328,0.663,0.3,0,"Mac","Hnrnpab",NA
"Ap1s1.Mac",0,0.398777042519904,0.436,0.091,0,"Mac","Ap1s1",NA
"Rab7b.Mac",0,0.398439955204045,0.28,0.02,0,"Mac","Rab7b",NA
"Gnaq.Mac",0,0.396367122070151,0.384,0.059,0,"Mac","Gnaq",NA
"Lpin1.Mac",0,0.396351862195776,0.284,0.047,0,"Mac","Lpin1",NA
"Srsf9.Mac",0,0.396167725834443,0.561,0.171,0,"Mac","Srsf9",NA
"Gabarap.Mac",0,0.395795423907963,0.948,0.74,0,"Mac","Gabarap",NA
"Gmpr.Mac",0,0.395539534321262,0.259,0.006,0,"Mac","Gmpr",NA
"Amz1.Mac",0,0.395286628453603,0.285,0.029,0,"Mac","Amz1",NA
"Sh3pxd2b.Mac",0,0.39486243260874,0.326,0.029,0,"Mac","Sh3pxd2b",NA
"Chp1.Mac",0,0.394761913174194,0.525,0.172,0,"Mac","Chp1",NA
"Tmco1.Mac",0,0.394499430079054,0.609,0.221,0,"Mac","Tmco1",NA
"1500011K16Rik.Mac",0,0.394324749026243,0.473,0.12,0,"Mac","1500011K16Rik",NA
"Lrp12.Mac",0,0.393582339161089,0.293,0.012,0,"Mac","Lrp12",NA
"Ndufv3.Mac",0,0.393354218276948,0.783,0.422,0,"Mac","Ndufv3",NA
"Gsap.Mac",0,0.393206458341042,0.358,0.059,0,"Mac","Gsap",NA
"Abr.Mac",0,0.392504111522397,0.409,0.083,0,"Mac","Abr",NA
"Olfm1.Mac",0,0.391628611240329,0.384,0.069,0,"Mac","Olfm1","CM"
"Calm3.Mac",0,0.391324916789524,0.747,0.369,0,"Mac","Calm3",NA
"Plekhm2.Mac",0,0.390766895488869,0.312,0.04,0,"Mac","Plekhm2",NA
"Spns1.Mac",0,0.390416365947701,0.312,0.043,0,"Mac","Spns1",NA
"Tep1.Mac",0,0.390039832806694,0.393,0.071,0,"Mac","Tep1",NA
"Ptgfrn.Mac",0,0.389646627676557,0.299,0.01,0,"Mac","Ptgfrn","CM"
"Cox6b2.Mac",0,0.389181849301897,0.231,0.021,0,"Mac","Cox6b2",NA
"Ccdc86.Mac",0,0.38895563173872,0.417,0.089,0,"Mac","Ccdc86",NA
"Ptpre.Mac",0,0.388935926601758,0.579,0.198,0,"Mac","Ptpre",NA
"Psen2.Mac",0,0.388267046803741,0.483,0.133,0,"Mac","Psen2",NA
"Rab8b.Mac",0,0.388118666425022,0.525,0.147,0,"Mac","Rab8b",NA
"Gba.Mac",0,0.387913008358126,0.409,0.076,0,"Mac","Gba","CM"
"Lyn.Mac",0,0.387122082877572,0.666,0.237,0,"Mac","Lyn",NA
"Mtpn.Mac",0,0.386476755338911,0.609,0.237,0,"Mac","Mtpn",NA
"Fgr.Mac",0,0.386159447480326,0.56,0.166,0,"Mac","Fgr",NA
"Lsr.Mac",0,0.386117844315457,0.28,0.042,0,"Mac","Lsr",NA
"Zmiz1.Mac",0,0.385131756337015,0.558,0.181,0,"Mac","Zmiz1","TF"
"Igsf8.Mac",0,0.384287632433213,0.362,0.054,0,"Mac","Igsf8","CM"
"Bhlhe40.Mac",0,0.384109967847595,0.575,0.213,0,"Mac","Bhlhe40","TF"
"Unc119.Mac",0,0.383520379832347,0.54,0.2,0,"Mac","Unc119",NA
"Angptl4.Mac",0,0.383408031129387,0.232,0.009,0,"Mac","Angptl4","CM"
"Diaph1.Mac",0,0.383235523269685,0.583,0.2,0,"Mac","Diaph1",NA
"Ndufa11.Mac",0,0.383117289111225,0.727,0.344,0,"Mac","Ndufa11",NA
"Flt1.Mac",0,0.382811496879265,0.183,0.005,0,"Mac","Flt1","CM"
"Hpcal1.Mac",0,0.382743044691543,0.62,0.239,0,"Mac","Hpcal1",NA
"Selenos.Mac",0,0.382621793313004,0.645,0.257,0,"Mac","Selenos",NA
"Atp6v1g1.Mac",0,0.382482743876665,0.879,0.535,0,"Mac","Atp6v1g1",NA
"Adam10.Mac",0,0.382436600663293,0.422,0.083,0,"Mac","Adam10","CM"
"Gm21188.Mac",0,0.380010868293522,0.291,0.022,0,"Mac","Gm21188",NA
"Tmem37.Mac",0,0.379964181613415,0.284,0.032,0,"Mac","Tmem37",NA
"Itm2b.Mac",0,0.379718832472309,0.971,0.869,0,"Mac","Itm2b","Sec"
"Ehd4.Mac",0,0.378811649594611,0.405,0.089,0,"Mac","Ehd4",NA
"Mrpl51.Mac",0,0.378650893203907,0.547,0.185,0,"Mac","Mrpl51",NA
"Plxnd1.Mac",0,0.378455711922532,0.31,0.037,0,"Mac","Plxnd1",NA
"Ndufa5.Mac",0,0.378346609872922,0.624,0.253,0,"Mac","Ndufa5",NA
"Ptpn1.Mac",0,0.378188045409036,0.738,0.355,0,"Mac","Ptpn1",NA
"Mtss1.Mac",0,0.37783629127047,0.497,0.138,0,"Mac","Mtss1",NA
"Sash1.Mac",0,0.376775992454917,0.268,0.005,0,"Mac","Sash1",NA
"Rin2.Mac",0,0.376147595026656,0.286,0.016,0,"Mac","Rin2",NA
"Tmem205.Mac",0,0.376034322195471,0.324,0.024,0,"Mac","Tmem205",NA
"Rab3il1.Mac",0,0.374410758092758,0.279,0.022,0,"Mac","Rab3il1",NA
"Atp6ap2.Mac",0,0.373908067326849,0.57,0.184,0,"Mac","Atp6ap2",NA
"Atp6v1c1.Mac",0,0.373695805529086,0.448,0.11,0,"Mac","Atp6v1c1",NA
"Tbcb.Mac",0,0.371432303179753,0.626,0.241,0,"Mac","Tbcb",NA
"AI504432.Mac",0,0.370007089715424,0.274,0.029,0,"Mac","AI504432",NA
"Rpn2.Mac",0,0.369962297971994,0.611,0.23,0,"Mac","Rpn2","CM"
"Map7d1.Mac",0,0.369688787648076,0.458,0.109,0,"Mac","Map7d1",NA
"Slc43a2.Mac",0,0.369397248868281,0.384,0.066,0,"Mac","Slc43a2",NA
"Perp.Mac",0,0.369079835227524,0.209,0.005,0,"Mac","Perp",NA
"Myo7a.Mac",0,0.368892951390699,0.255,0.007,0,"Mac","Myo7a",NA
"Frrs1.Mac",0,0.368846886387697,0.35,0.04,0,"Mac","Frrs1",NA
"Picalm.Mac",0,0.368667810892378,0.669,0.254,0,"Mac","Picalm",NA
"Tnfrsf21.Mac",0,0.368128022135982,0.304,0.016,0,"Mac","Tnfrsf21",NA
"Calm1.Mac",0,0.367732256421741,0.975,0.892,0,"Mac","Calm1",NA
"5031439G07Rik.Mac",0,0.36763599523569,0.4,0.077,0,"Mac","5031439G07Rik",NA
"Ehbp1l1.Mac",0,0.367580296045988,0.449,0.121,0,"Mac","Ehbp1l1",NA
"Cav1.Mac",0,0.366372845824887,0.19,0.005,0,"Mac","Cav1",NA
"Eif3j1.Mac",0,0.366347930902348,0.595,0.231,0,"Mac","Eif3j1",NA
"Larp4b.Mac",0,0.366051944465114,0.508,0.161,0,"Mac","Larp4b",NA
"Akt1.Mac",0,0.364711448302799,0.524,0.164,0,"Mac","Akt1",NA
"Ptp4a1.Mac",0,0.36466556886702,0.665,0.282,0,"Mac","Ptp4a1",NA
"Fam105a.Mac",0,0.364055963915467,0.564,0.198,0,"Mac","Fam105a",NA
"Fcgr4.Mac",0,0.363501623062974,0.347,0.075,0,"Mac","Fcgr4",NA
"Kmt5a.Mac",0,0.363263137564774,0.405,0.096,0,"Mac","Kmt5a",NA
"Arl8b.Mac",0,0.363143961240536,0.436,0.101,0,"Mac","Arl8b",NA
"Edem1.Mac",0,0.363091410456819,0.482,0.137,0,"Mac","Edem1",NA
"Acp2.Mac",0,0.362714997871458,0.302,0.023,0,"Mac","Acp2","CM"
"Trim25.Mac",0,0.362437834773985,0.381,0.087,0,"Mac","Trim25",NA
"Tm6sf1.Mac",0,0.362344163851572,0.58,0.181,0,"Mac","Tm6sf1",NA
"Nus1.Mac",0,0.361888930557759,0.405,0.078,0,"Mac","Nus1",NA
"Tmem86a.Mac",0,0.361353616678329,0.285,0.019,0,"Mac","Tmem86a",NA
"Rragc.Mac",0,0.360924514235966,0.445,0.106,0,"Mac","Rragc",NA
"Unc93b1.Mac",0,0.360708625685207,0.72,0.308,0,"Mac","Unc93b1",NA
"Rnf149.Mac",0,0.36008242712871,0.755,0.269,0,"Mac","Rnf149",NA
"Lima1.Mac",0,0.359978981258143,0.237,0.024,0,"Mac","Lima1",NA
"Mvd.Mac",0,0.359929764579233,0.329,0.053,0,"Mac","Mvd",NA
"Pnpla8.Mac",0,0.359743241459809,0.326,0.072,0,"Mac","Pnpla8",NA
"Plekhb2.Mac",0,0.359356731593831,0.389,0.087,0,"Mac","Plekhb2",NA
"Echs1.Mac",0,0.358855174563396,0.471,0.127,0,"Mac","Echs1",NA
"Txndc17.Mac",0,0.35791069547768,0.706,0.322,0,"Mac","Txndc17",NA
"Myo1f.Mac",0,0.357818616405595,0.51,0.145,0,"Mac","Myo1f",NA
"Tspan31.Mac",0,0.357199038832667,0.379,0.071,0,"Mac","Tspan31","CM"
"Gsn.Mac",0,0.357068931212862,0.605,0.201,0,"Mac","Gsn",NA
"Morf4l2.Mac",0,0.356521949070425,0.504,0.159,0,"Mac","Morf4l2",NA
"Plek.Mac",0,0.356170882322116,0.734,0.288,0,"Mac","Plek","TF"
"Emilin2.Mac",0,0.355998109270275,0.447,0.106,0,"Mac","Emilin2","CM"
"Uqcc2.Mac",0,0.355345466500737,0.609,0.244,0,"Mac","Uqcc2",NA
"Tmem165.Mac",0,0.355122231995431,0.437,0.108,0,"Mac","Tmem165",NA
"Plxnb2.Mac",0,0.355045278790717,0.288,0.026,0,"Mac","Plxnb2",NA
"Sppl2a.Mac",0,0.354738920501408,0.44,0.113,0,"Mac","Sppl2a","CM"
"Rnf128.Mac",0,0.354656279972418,0.228,0.011,0,"Mac","Rnf128",NA
"Gabarapl1.Mac",0,0.354167444205091,0.313,0.045,0,"Mac","Gabarapl1",NA
"Cmtm3.Mac",0,0.351993556316106,0.304,0.034,0,"Mac","Cmtm3",NA
"Anpep.Mac",0,0.35184618146975,0.242,0.034,0,"Mac","Anpep","CM"
"Scarb1.Mac",0,0.351038626507222,0.286,0.028,0,"Mac","Scarb1","CM"
"Egr2.Mac",0,0.350207163042646,0.249,0.033,0,"Mac","Egr2","TF"
"Dnajb14.Mac",0,0.348323155197273,0.447,0.121,0,"Mac","Dnajb14",NA
"Cisd1.Mac",0,0.348254322245705,0.408,0.105,0,"Mac","Cisd1",NA
"Dhrs7b.Mac",0,0.346885019508254,0.29,0.046,0,"Mac","Dhrs7b",NA
"Lrrc59.Mac",0,0.345269398906616,0.405,0.09,0,"Mac","Lrrc59",NA
"Lilra5.Mac",0,0.34509146963166,0.191,0.004,0,"Mac","Lilra5",NA
"Ywhag.Mac",0,0.345064128283261,0.419,0.102,0,"Mac","Ywhag",NA
